,plate,object_id,ra,dec,mag_B,mag_R,spectrum_class,spectrum_length,red_bord_position,9,10,11,12,13,14,15,16,fits_path
76,fbs0021,DFBSJ070215.98+625718.1,07:02:15.985,+62:57:18.16,14.6,14.11,OK,101,16,-5.861061571459776e-12,-9.811175159464458e-15,-2.5085152458312997e-12,-4.1008916202487337e-10,2.6647227896872174e-12,-5.860446417801584e-15,5.3885869305643924e-18,-1.782784779199881e-21,specimages/fbs0021-DFBSJ070215.98+625718.1.fits
77,fbs0021,DFBSJ070227.60+630006.5,07:02:27.601,+63:00:06.58,16.45,15.2,NL,66,16,-6.029099137108733e-12,-1.0092487670569027e-14,-2.580444285706843e-12,-4.2184937291570473e-10,2.2139382981594944e-12,-4.262680245276582e-15,3.574023961607867e-18,-1.1038627953923302e-21,specimages/fbs0021-DFBSJ070227.60+630006.5.fits
78,fbs0021,DFBSJ070227.75+630549.3,07:02:27.751,+63:05:49.33,16.91,15.79,U,85,18,-2.0610762832277186e-12,-5.483884261435983e-16,-2.1284446043348097e-13,-3.632679877869669e-11,2.6422476958153955e-13,-5.871813890683942e-16,5.285290774219355e-19,-1.6902362103688965e-22,specimages/fbs0021-DFBSJ070227.75+630549.3.fits
79,fbs0021,DFBSJ070228.71+630100.4,07:02:28.717,+63:01:00.45,15.43,15.4,NL,120,16,-7.809544949273517e-13,-1.3072827768114657e-15,-3.34244888328854e-13,-5.464181359875086e-11,4.1546560800290314e-13,-9.83703920198081e-16,9.476476179370833e-19,-3.24778328903616e-22,specimages/fbs0021-DFBSJ070228.71+630100.4.fits
80,fbs0021,DFBSJ070228.90+630321.1,07:02:28.904,+63:03:21.12,14.86,14.0,NL,120,17,-2.5611370853716407e-11,-1.8479697597992224e-14,-5.5529966919441195e-12,-9.270036159324261e-10,4.95175944638558e-12,-9.657704146396221e-15,8.170576586828376e-18,-2.5382174799163527e-21,specimages/fbs0021-DFBSJ070228.90+630321.1.fits
81,fbs0021,DFBSJ070229.60+630456.8,07:02:29.604,+63:04:56.89,15.08,15.85,NL,120,17,-2.371701832834939e-12,-1.711291949062295e-15,-5.142300240905064e-13,-8.584476469646628e-11,2.6926041359515385e-13,-2.891333756330111e-16,1.0293041078028493e-19,1.7141386530860533e-24,specimages/fbs0021-DFBSJ070229.60+630456.8.fits
82,fbs0021,DFBSJ070231.81+630429.9,07:02:31.811,+63:04:29.98,15.42,14.31,NL,120,16,-1.3542938834459932e-11,-2.267037178919163e-14,-5.79635347767875e-12,-9.475839218723444e-10,5.059301487063414e-12,-9.933149552615282e-15,8.508083668597696e-18,-2.687764890470375e-21,specimages/fbs0021-DFBSJ070231.81+630429.9.fits
83,fbs0021,DFBSJ070232.34+630509.0,07:02:32.346,+63:05:09.07,14.61,15.14,NL,120,16,1.1225373223016721e-11,1.8790894032262863e-14,4.8044551162494085e-12,7.854312362165126e-10,-3.33122515867642e-12,5.364074555896284e-15,-3.864310551418229e-18,1.0477292418637998e-21,specimages/fbs0021-DFBSJ070232.34+630509.0.fits
84,fbs0021,DFBSJ070232.66+625844.4,07:02:32.662,+62:58:44.43,14.14,13.45,OK,120,17,-2.592531985500207e-11,-1.870620832007146e-14,-5.6210593293110334e-12,-9.383648121674967e-10,5.421627671191225e-12,-1.1072856899201762e-14,9.639578241741707e-18,-3.0500594576477803e-21,specimages/fbs0021-DFBSJ070232.66+625844.4.fits
85,fbs0027,DFBSJ164844.07+470326.4,16:48:44.077,+47:03:26.41,16.26,14.62,U,79,17,-2.4369272259149772e-11,-1.758347592807031e-14,-5.2836901132827024e-12,-8.820465677281834e-10,4.578348979072969e-12,-8.733984383091476e-15,7.261453086513607e-18,-2.2243539034454216e-21,specimages/fbs0027-DFBSJ164844.07+470326.4.fits
86,fbs0027,DFBSJ164851.36+470024.4,16:48:51.366,+47:00:24.40,16.29,15.04,U,82,17,-1.3032270246475743e-11,-9.40333916926857e-15,-2.8256258243421486e-12,-4.717030133352983e-10,2.5257834042616084e-12,-4.917178201626833e-15,4.1437769737292416e-18,-1.2808980923279482e-21,specimages/fbs0027-DFBSJ164851.36+470024.4.fits
87,fbs0027,DFBSJ164859.48+470133.4,16:48:59.488,+47:01:33.42,17.72,16.52,F,58,19,1.6411290116173013e-12,-1.4940904327757717e-15,-4.5131910930938215e-13,-7.882527090210792e-11,4.2216606718408274e-13,-8.047696287912516e-16,6.554295022638048e-19,-1.94111574911501e-22,specimages/fbs0027-DFBSJ164859.48+470133.4.fits
88,fbs0027,DFBSJ164901.62+470044.7,16:49:01.621,+47:00:44.70,16.5,15.45,U,88,17,-1.2271937554522812e-11,-8.8547307130373e-15,-2.6607739795823092e-12,-4.4418329432140326e-10,2.280772229836188e-12,-4.312019461421615e-15,3.554422337938069e-18,-1.0794782364056434e-21,specimages/fbs0027-DFBSJ164901.62+470044.7.fits
89,fbs0027,DFBSJ164904.72+465544.9,16:49:04.729,+46:55:44.95,15.95,15.89,NL,62,11,1.5081474949897904e-12,-7.23615281493852e-15,-2.0269650436042728e-12,-3.024730318218524e-10,1.7809201536641346e-12,-3.881135396525563e-15,3.72241327473222e-18,-1.3275367255325446e-21,specimages/fbs0027-DFBSJ164904.72+465544.9.fits
90,fbs0027,DFBSJ164904.84+465607.6,16:49:04.846,+46:56:07.69,15.8,15.82,NL,82,17,7.498711265415202e-13,5.410720672477947e-16,1.6258862818539722e-13,2.714262775761001e-11,4.9637899718911066e-14,-3.482775930916899e-16,4.409848114442818e-19,-1.6930626915912003e-22,specimages/fbs0027-DFBSJ164904.84+465607.6.fits
91,fbs0027,DFBSJ164907.29+465910.7,16:49:07.292,+46:59:10.76,15.96,15.15,U,68,17,-1.0676685398134858e-11,-7.703681948982844e-15,-2.3148925965159604e-12,-3.86442333355266e-10,2.123072271993942e-12,-4.207636395802295e-15,3.593758211560334e-18,-1.122816918885895e-21,specimages/fbs0027-DFBSJ164907.29+465910.7.fits
92,fbs0027,DFBSJ164909.72+470211.4,16:49:09.729,+47:02:11.44,16.15,13.93,OK,64,17,-5.256087419746125e-11,-3.792493319247159e-14,-1.139613171453189e-11,-1.9024433076239013e-09,9.719539666096914e-12,-1.832575459293579e-14,1.5094272463645016e-17,-4.5872853516587415e-21,specimages/fbs0027-DFBSJ164909.72+470211.4.fits
93,fbs0027,DFBSJ164920.20+465827.0,16:49:20.208,+46:58:27.09,16.33,15.71,U,74,18,-8.096984801656357e-12,-2.154363969238112e-15,-8.361677635603788e-13,-1.4271177499705683e-10,8.191240972613336e-13,-1.650760928619493e-15,1.412627769631772e-18,-4.382156198225218e-22,specimages/fbs0027-DFBSJ164920.20+465827.0.fits
94,fbs0027,DFBSJ164921.65+470328.7,16:49:21.658,+47:03:28.78,15.77,15.09,OK,90,17,-8.753084975751875e-12,-6.315718700533473e-15,-1.897820692212865e-12,-3.1681717031492814e-10,1.8338276138786915e-12,-3.765264769770425e-15,3.300772864754859e-18,-1.0524072372706e-21,specimages/fbs0027-DFBSJ164921.65+470328.7.fits
95,fbs0029,DFBSJ065535.88+465953.3,06:55:35.880,+46:59:53.37,16.24,16.02,U,78,16,-1.6474224856208182e-12,-2.757718865891076e-15,-7.050920809954889e-13,-1.1526772346542852e-10,7.142025060491101e-13,-1.5248511832854553e-15,1.3714072293828666e-18,-4.455514749075127e-22,specimages/fbs0029-DFBSJ065535.88+465953.3.fits
96,fbs0029,DFBSJ065536.90+470442.0,06:55:36.902,+47:04:42.01,17.42,16.88,U,54,18,-6.915033719372697e-13,-1.8398660630467842e-16,-7.14101379290446e-14,-1.2187713387883189e-11,1.1668919289922929e-13,-2.877407158794506e-16,2.756924505274647e-19,-9.228022371291447e-23,specimages/fbs0029-DFBSJ065536.90+470442.0.fits
97,fbs0029,DFBSJ065538.86+465921.9,06:55:38.861,+46:59:21.95,16.47,15.75,U,65,18,-9.696448043108274e-12,-2.579933971379378e-15,-1.0013432239600026e-12,-1.7090293527592889e-10,9.530854613468302e-13,-1.8899776114457742e-15,1.6011908165835163e-18,-4.933988776791135e-22,specimages/fbs0029-DFBSJ065538.86+465921.9.fits
98,fbs0029,DFBSJ065541.90+470543.1,06:55:41.901,+47:05:43.13,15.81,14.95,OK,120,16,-1.0606054853868636e-11,-1.7754138722002936e-14,-4.539372642229899e-12,-7.420935824926131e-10,3.949450035358131e-12,-7.725992385432892e-15,6.584655297141058e-18,-2.06690639870996e-21,specimages/fbs0029-DFBSJ065541.90+470543.1.fits
99,fbs0029,DFBSJ065545.02+470206.1,06:55:45.027,+47:02:06.12,16.56,15.49,NL,57,18,-3.164542676604821e-11,-8.419915282825709e-15,-3.268001476417052e-12,-5.577629865663597e-10,2.63869508175073e-12,-4.6783473270973166e-15,3.657998801385894e-18,-1.0617404110003268e-21,specimages/fbs0029-DFBSJ065545.02+470206.1.fits
100,fbs0029,DFBSJ065545.10+470005.6,06:55:45.107,+47:00:05.69,15.3,14.93,NL,110,17,-8.043425996420495e-12,-5.803667962010299e-15,-1.7439534962549473e-12,-2.911308698267093e-10,1.7325939076170295e-12,-3.596205617685489e-15,3.1617905930171085e-18,-1.0069431813517335e-21,specimages/fbs0029-DFBSJ065545.10+470005.6.fits
101,fbs0029,DFBSJ065545.45+470618.7,06:55:45.457,+47:06:18.76,15.59,14.89,NL,97,14,3.141838293364148e-12,-1.841031551894203e-14,-4.765686239259294e-12,-7.493157069418232e-10,4.169862955757004e-12,-8.487471679854747e-15,7.519161886024276e-18,-2.4550836108334206e-21,specimages/fbs0029-DFBSJ065545.45+470618.7.fits
102,fbs0029,DFBSJ065545.87+470732.7,06:55:45.877,+47:07:32.70,14.73,15.05,NL,120,18,7.695290047358804e-12,2.0474982091935007e-15,7.946911308518816e-13,1.3563371832570114e-10,-4.0207571691703283e-13,3.6922387646441166e-16,-7.422575891146312e-20,-2.8294359647116007e-23,specimages/fbs0029-DFBSJ065545.87+470732.7.fits
103,fbs0029,DFBSJ065546.62+470439.8,06:55:46.627,+47:04:39.89,17.88,15.75,NL,32,17,-1.0828795608776836e-11,-7.813447218079848e-15,-2.3478774651574587e-12,-3.919494216143158e-10,1.879715396451991e-12,-3.359431280988712e-15,2.6601486197818644e-18,-7.8836389068549385e-22,specimages/fbs0029-DFBSJ065546.62+470439.8.fits
104,fbs0029,DFBSJ065547.39+470619.3,06:55:47.395,+47:06:19.35,14.57,14.1,NL,107,17,-1.1885662776962005e-11,-8.575991624764566e-15,-2.577012232072344e-12,-4.301987936606488e-10,2.8201568518835874e-12,-6.145891063339244e-15,5.557981984823639e-18,-1.8015874776966854e-21,specimages/fbs0029-DFBSJ065547.39+470619.3.fits
105,fbs0029,DFBSJ065547.49+465859.3,06:55:47.495,+46:58:59.34,16.93,16.72,U,79,16,-1.506457242695174e-12,-2.521754545856666e-15,-6.447616150536889e-13,-1.0540527750087529e-10,5.282350456905302e-13,-9.691118211493429e-16,7.710196297270149e-19,-2.2492726916977212e-22,specimages/fbs0029-DFBSJ065547.49+465859.3.fits
106,fbs0029,DFBSJ065552.78+465947.8,06:55:52.782,+46:59:47.89,14.12,13.36,NL,116,17,-3.863140834415236e-11,-2.787418237095391e-14,-8.375958590102274e-12,-1.3982602437186092e-09,8.15217058043326e-12,-1.6748151668205393e-14,1.4643104075817727e-17,-4.648657348493669e-21,specimages/fbs0029-DFBSJ065552.78+465947.8.fits
107,fbs0029,DFBSJ065553.05+470339.4,06:55:53.055,+47:03:39.49,15.72,15.59,NL,120,17,-5.798056309223996e-12,-4.183542373911652e-15,-1.2571196464946307e-12,-2.09860294478909e-10,1.1891535814897395e-12,-2.4125702241760183e-15,2.1000203506753957e-18,-6.666966301797786e-22,specimages/fbs0029-DFBSJ065553.05+470339.4.fits
108,fbs0029,DFBSJ065553.31+470451.2,06:55:53.314,+47:04:51.20,15.28,16.09,NL,120,18,3.4463111716452466e-12,9.169647873022353e-16,3.558995421042106e-13,6.074301543764034e-11,-2.022462918714483e-13,2.298163179764627e-16,-9.627803656583219e-20,8.003680903413045e-24,specimages/fbs0029-DFBSJ065553.31+470451.2.fits
109,fbs0029,DFBSJ065556.64+470335.8,06:55:56.640,+47:03:35.81,16.25,15.46,U,80,18,-1.2584817476209672e-11,-3.3484429019276182e-15,-1.2996226763581922e-12,-2.218114199063256e-10,1.2236994678119586e-12,-2.4078347465280293e-15,2.0279704058243924e-18,-6.220394286880547e-22,specimages/fbs0029-DFBSJ065556.64+470335.8.fits
110,fbs0029,DFBSJ065557.28+470618.5,06:55:57.282,+47:06:18.51,15.18,14.0,OK,87,17,-4.6957265498663683e-11,-3.388168362596473e-14,-1.0181167799623915e-11,-1.699619820645518e-09,8.796851441023964e-12,-1.6761969333100785e-14,1.3925621770029637e-17,-4.2624350755210674e-21,specimages/fbs0029-DFBSJ065557.28+470618.5.fits
111,fbs0029,DFBSJ065558.20+465908.1,06:55:58.202,+46:59:08.15,16.57,15.75,U,92,16,-6.242156829093753e-12,-1.0449140188301981e-14,-2.6716333422857406e-12,-4.3675700274047044e-10,2.2520986154257997e-12,-4.3107929611806284e-15,3.618622278324742e-18,-1.123808138439924e-21,specimages/fbs0029-DFBSJ065558.20+465908.1.fits
112,fbs0029,DFBSJ065558.87+470316.9,06:55:58.877,+47:03:16.99,15.94,15.48,U,84,18,-3.4339807270833726e-12,-9.136736174684647e-16,-3.546214343940631e-13,-6.052415428523744e-11,4.995433971581646e-13,-1.1790528566481422e-15,1.1006856464828311e-18,-3.604353788885266e-22,specimages/fbs0029-DFBSJ065558.87+470316.9.fits
113,fbs0029,DFBSJ065559.99+470002.2,06:55:59.991,+47:00:02.23,16.45,15.79,U,76,17,-1.1137874941065667e-11,-8.036457654240747e-15,-2.4148898542738947e-12,-4.0313609519802176e-10,2.024249196176106e-12,-3.7742547464077665e-15,3.0883617214921633e-18,-9.35554077370878e-22,specimages/fbs0029-DFBSJ065559.99+470002.2.fits
114,fbs0029,DFBSJ065600.13+470220.8,06:56:00.131,+47:02:20.84,14.59,13.39,OK,120,17,-6.928107015549078e-11,-4.998925764289787e-14,-1.502136043362577e-11,-2.50762942751074e-09,1.3214774960680746e-11,-2.5495299101199434e-14,2.137422328354606e-17,-6.58784005703888e-21,specimages/fbs0029-DFBSJ065600.13+470220.8.fits
115,fbs0029,DFBSJ065600.33+470550.6,06:56:00.337,+47:05:50.65,14.4,13.01,OK,86,18,-1.1910110478404296e-10,-3.168923605231597e-14,-1.2299463071811589e-11,-2.0991949720397936e-09,1.1574661459699132e-11,-2.277114614251676e-14,1.9181468468955652e-17,-5.88585098368622e-21,specimages/fbs0029-DFBSJ065600.33+470550.6.fits
116,fbs0029,DFBSJ065602.03+470707.1,06:56:02.032,+47:07:07.11,15.53,14.85,OK,76,17,-1.1888652847825823e-11,-8.578163813425069e-15,-2.57766667127202e-12,-4.303089275339785e-10,2.46395461052749e-12,-5.012816022932471e-15,4.3585060762372224e-18,-1.3792856532835782e-21,specimages/fbs0029-DFBSJ065602.03+470707.1.fits
117,fbs0029,DFBSJ065602.89+470354.3,06:56:02.890,+47:03:54.35,15.77,15.0,OK,101,17,-1.032122836856297e-11,-7.447200661055191e-15,-2.2378216352622313e-12,-3.7357606473311515e-10,2.147975275503829e-12,-4.390622351636156e-15,3.837652528877376e-18,-1.2212921920385578e-21,specimages/fbs0029-DFBSJ065602.89+470354.3.fits
118,fbs0029,DFBSJ065605.73+470439.3,06:56:05.736,+47:04:39.36,16.32,15.83,U,87,17,-5.407191777730676e-12,-3.901518056256038e-15,-1.1723737970441678e-12,-1.9571309854107808e-10,1.0861903801158496e-12,-2.1707234291721134e-15,1.867282076041905e-18,-5.870224849934999e-22,specimages/fbs0029-DFBSJ065605.73+470439.3.fits
119,fbs0029,DFBSJ065606.64+470053.8,06:56:06.643,+47:00:53.88,14.79,14.18,U,120,17,-1.72648450024616e-11,-1.2457308930777692e-14,-3.743316957485678e-12,-6.248992965042127e-10,3.67468340909481e-12,-7.587284374934365e-15,6.653605661293197e-18,-2.1160580182092162e-21,specimages/fbs0029-DFBSJ065606.64+470053.8.fits
120,fbs0029,DFBSJ065607.05+465805.9,06:56:07.059,+46:58:05.96,16.91,16.11,NL,29,17,-1.0354089693196731e-11,-7.470923652794513e-15,-2.2449516124022325e-12,-3.747670540903496e-10,1.8601080202879155e-12,-3.4453618650569476e-15,2.8074493051317827e-18,-8.478977181257991e-22,specimages/fbs0029-DFBSJ065607.05+465805.9.fits
121,fbs0029,DFBSJ065607.98+470216.1,06:56:07.984,+47:02:16.15,13.55,12.21,OK,120,15,8.458166258022184e-12,-2.366575675589973e-13,-6.290227922359374e-11,-1.008019828552938e-08,5.441528978179209e-11,-1.080616706836211e-13,9.359970203746105e-17,-2.9894498619526295e-20,specimages/fbs0029-DFBSJ065607.98+470216.1.fits
122,fbs0029,DFBSJ065608.84+470535.2,06:56:08.845,+47:05:35.26,15.27,14.6,OK,99,18,-1.6683891934071326e-11,-4.439078762926317e-15,-1.7229280687657678e-12,-2.9405817035637906e-10,1.7670550632497852e-12,-3.638033674603185e-15,3.1463015240774234e-18,-9.811559431249064e-22,specimages/fbs0029-DFBSJ065608.84+470535.2.fits
123,fbs0029,DFBSJ065609.05+470229.2,06:56:09.055,+47:02:29.21,15.82,14.86,U,87,18,-1.947986583382902e-11,-5.18300740990735e-15,-2.011667471181737e-12,-3.4333865505948337e-10,1.931180418424859e-12,-3.845070778474065e-15,3.2653979504348522e-18,-1.0080429998503239e-21,specimages/fbs0029-DFBSJ065609.05+470229.2.fits
124,fbs0030,DFBSJ071744.51+465756.2,07:17:44.512,+46:57:56.27,16.49,16.17,U,100,17,-3.8194815273571165e-12,-2.755917556208393e-15,-8.281303241392246e-13,-1.3824595363921312e-10,7.735017343523464e-13,-1.552255460979008e-15,1.3384785544845009e-18,-4.214739414758852e-22,specimages/fbs0030-DFBSJ071744.51+465756.2.fits
125,fbs0030,DFBSJ071746.00+470631.8,07:17:46.002,+47:06:31.81,13.19,12.05,NL,113,17,-1.8584884689463272e-10,-1.340977915384015e-13,-4.0295270113430065e-11,-6.726788128618231e-09,3.8032478798659114e-11,-7.675627992536822e-14,6.638126056051093e-17,-2.0929994570711285e-20,specimages/fbs0030-DFBSJ071746.00+470631.8.fits
126,fbs0030,DFBSJ071747.27+470602.6,07:17:47.271,+47:06:02.62,12.48,11.86,NL,97,17,8.244602245666313e-11,5.948869666883375e-14,1.7875905863301236e-11,2.984182051789741e-09,-6.944411074905496e-12,2.2175006365277326e-15,4.973325939427043e-18,-3.1984566524650676e-21,specimages/fbs0030-DFBSJ071747.27+470602.6.fits
127,fbs0030,DFBSJ071747.55+470648.8,07:17:47.559,+47:06:48.83,11.73,11.85,NL,110,13,3.2641659569076625e-10,3.139560447862036e-13,1.0400705799530026e-10,1.605861963078426e-08,-6.874428571049835e-11,1.1290141870641083e-13,-8.398727161066892e-17,2.383429900325213e-20,specimages/fbs0030-DFBSJ071747.55+470648.8.fits
128,fbs0030,DFBSJ071748.59+470242.3,07:17:48.594,+47:02:42.33,16.18,16.38,U,89,18,-9.086936505855363e-13,-2.41773902172909e-16,-9.383893854231482e-14,-1.6015683145033363e-11,1.5302183923714723e-13,-3.803322197385704e-16,3.6597311734995266e-19,-1.2256095800203744e-22,specimages/fbs0030-DFBSJ071748.59+470242.3.fits
129,fbs0030,DFBSJ071752.45+470039.2,07:17:52.459,+47:00:39.26,16.58,16.15,U,88,15,2.2571510414050698e-13,-6.3154557914694596e-15,-1.6786135234259105e-12,-2.6900074759202733e-10,1.4338419061692305e-12,-2.8111593671827058e-15,2.4031926257230107e-18,-7.573252298313342e-22,specimages/fbs0030-DFBSJ071752.45+470039.2.fits
130,fbs0030,DFBSJ071752.80+470538.2,07:17:52.801,+47:05:38.29,16.21,15.75,U,71,16,-4.678721683162131e-12,-7.832004444014263e-15,-2.0024843869309917e-12,-3.273647730880544e-10,1.7524788919634692e-12,-3.4377590450387578e-15,2.9348307143730143e-18,-9.225831391105994e-22,specimages/fbs0030-DFBSJ071752.80+470538.2.fits
131,fbs0030,DFBSJ071756.68+470055.8,07:17:56.683,+47:00:55.86,15.46,13.71,OK,76,17,-7.293343268437137e-11,-5.262460872084228e-14,-1.5813263506602234e-11,-2.6398287136765376e-09,1.3543705465784807e-11,-2.560607578087284e-14,2.1130287063996613e-17,-6.430287619149746e-21,specimages/fbs0030-DFBSJ071756.68+470055.8.fits
132,fbs0030,DFBSJ071758.93+470104.9,07:17:58.938,+47:01:04.91,17.47,16.55,U,45,14,1.3259320232233376e-12,-7.769605767951981e-15,-2.0112377621192915e-12,-3.162302003777923e-10,1.6112333218000955e-12,-3.052588049773918e-15,2.5381130320967097e-18,-7.810461299256988e-22,specimages/fbs0030-DFBSJ071758.93+470104.9.fits
133,fbs0030,DFBSJ071759.95+470629.9,07:17:59.953,+47:06:29.92,16.43,16.13,U,90,17,-5.569698400953623e-12,-4.01877547553056e-15,-1.207608911579673e-12,-2.0159527905066236e-10,1.070311202851959e-12,-2.0748048173281017e-15,1.744720502556977e-18,-5.38730941261443e-22,specimages/fbs0030-DFBSJ071759.95+470629.9.fits
134,fbs0030,DFBSJ071800.48+470414.5,07:18:00.483,+47:04:14.55,16.66,15.82,U,72,18,-1.0585541724812017e-11,-2.8164963776347565e-15,-1.0931596758164632e-12,-1.8657367366228748e-10,1.0047230948308164e-12,-1.947628115741561e-15,1.624418478227601e-18,-4.95017744458615e-22,specimages/fbs0030-DFBSJ071800.48+470414.5.fits
135,fbs0030,DFBSJ071801.94+470338.6,07:18:01.945,+47:03:38.69,14.67,14.21,U,115,17,-2.3809774310949195e-11,-1.7179760910274198e-14,-5.162375525185466e-12,-8.617938071603951e-10,4.793867886920246e-12,-9.563593589915982e-15,8.193219409728424e-18,-2.562017869667638e-21,specimages/fbs0030-DFBSJ071801.94+470338.6.fits
136,fbs0030,DFBSJ071803.26+470341.3,07:18:03.260,+47:03:41.32,14.45,13.86,U,102,18,-4.243645774137515e-11,-1.129106016283513e-14,-4.382369950798591e-12,-7.479546393041543e-10,4.409957107251461e-12,-9.014534109793068e-15,7.778390835182464e-18,-2.425556582249213e-21,specimages/fbs0030-DFBSJ071803.26+470341.3.fits
137,fbs0030,DFBSJ071804.92+470218.6,07:18:04.929,+47:02:18.63,15.24,14.87,OK,101,18,-1.1392307968226802e-11,-3.031144697634461e-15,-1.1764700359363158e-12,-2.0079200635449055e-10,1.312821228888306e-12,-2.8279934999287503e-15,2.5176030987674123e-18,-8.013569780572417e-22,specimages/fbs0030-DFBSJ071804.92+470218.6.fits
138,fbs0030,DFBSJ071805.56+470037.7,07:18:05.569,+47:00:37.79,14.08,12.96,OK,95,17,-1.0711709443510605e-10,-7.728955680892893e-14,-2.3224874224831278e-11,-3.877103381811993e-09,2.0719891974425688e-11,-4.029602487870544e-14,3.393718566319829e-17,-1.0486057466731661e-20,specimages/fbs0030-DFBSJ071805.56+470037.7.fits
139,fbs0030,DFBSJ071807.28+470021.2,07:18:07.280,+47:00:21.22,17.55,16.75,U,35,16,-2.6385024918947604e-12,-4.4167563914004895e-15,-1.129275158519531e-12,-1.8461325156722116e-10,9.394046824428745e-13,-1.7766762192939452e-15,1.4756756479720233e-18,-4.54095723561207e-22,specimages/fbs0030-DFBSJ071807.28+470021.2.fits
140,fbs0030,DFBSJ071809.24+470052.3,07:18:09.244,+47:00:52.34,17.02,16.92,F,62,19,1.0167205492165376e-12,-9.256263702556395e-16,-2.7960344567592275e-13,-4.8834210031211995e-11,2.664038325596242e-13,-5.154796204714147e-16,4.2541156670925635e-19,-1.2754961511067546e-22,specimages/fbs0030-DFBSJ071809.24+470052.3.fits
141,fbs0030,DFBSJ071810.13+470624.9,07:18:10.134,+47:06:24.96,17.14,16.13,U,35,19,2.3026008934459088e-12,-2.096297100189199e-15,-6.332273633419293e-13,-1.1059651183592612e-10,5.916133624381886e-13,-1.1275709917154221e-15,9.19497424476756e-19,-2.7303336751741992e-22,specimages/fbs0030-DFBSJ071810.13+470624.9.fits
142,fbs0030,DFBSJ071812.09+470106.9,07:18:12.096,+47:01:06.90,16.35,15.97,U,103,18,-9.90225975895101e-12,-2.6346960740415095e-15,-1.0225980219308542e-12,-1.7453069325242696e-10,9.22306489405083e-13,-1.7668564995307113e-15,1.4621050214769062e-18,-4.430951274542641e-22,specimages/fbs0030-DFBSJ071812.09+470106.9.fits
143,fbs0030,DFBSJ071812.43+465817.1,07:18:12.433,+46:58:17.16,16.6,15.7,U,68,18,-1.7426399990884157e-11,-4.636647816163184e-15,-1.7996107255159087e-12,-3.0714657048035515e-10,1.5552072252056226e-12,-2.889192104031803e-15,2.3343107878374573e-18,-6.935672160796579e-22,specimages/fbs0030-DFBSJ071812.43+465817.1.fits
144,fbs0030,DFBSJ071815.11+470105.8,07:18:15.111,+47:01:05.85,15.74,15.05,OK,92,16,-9.995069035355683e-12,-1.673137178803698e-14,-4.277871971249667e-12,-6.993436533762764e-10,3.712270530538931e-12,-7.230900309770642e-15,6.1315916764774244e-18,-1.9144550876400608e-21,specimages/fbs0030-DFBSJ071815.11+470105.8.fits
145,fbs0030,DFBSJ071815.25+465734.0,07:18:15.255,+46:57:34.05,17.21,16.39,U,55,18,-7.171658924929345e-12,-1.9081645634838316e-15,-7.406111540777277e-13,-1.264029190394156e-10,6.692598806159888e-13,-1.2803519392678028e-15,1.0554898451969656e-18,-3.181189650236867e-22,specimages/fbs0030-DFBSJ071815.25+465734.0.fits
146,fbs0030,DFBSJ071817.04+465906.4,07:18:17.043,+46:59:06.49,16.41,15.2,NL,68,7,2.569762669293327e-12,-2.9258891761347107e-14,-7.537644702707627e-12,-1.0588732835808399e-09,5.8061437561606e-12,-1.1862262425083637e-14,1.0693582164879082e-17,-3.5926595254359584e-21,specimages/fbs0030-DFBSJ071817.04+465906.4.fits
147,fbs0030,DFBSJ071817.40+470027.1,07:18:17.407,+47:00:27.17,14.6,14.43,NL,120,24,1.06793768598352e-12,1.9696288026128748e-15,6.040969914571511e-13,1.2118968549307462e-10,-2.7164751046313755e-13,1.597839719172132e-16,1.8095312458764303e-20,-2.712866397120064e-23,specimages/fbs0030-DFBSJ071817.40+470027.1.fits
148,fbs0030,DFBSJ071820.65+470223.9,07:18:20.653,+47:02:23.90,17.45,14.53,U,61,17,-2.0506288145297898e-11,-1.479618137264548e-14,-4.446132653885583e-12,-7.422275896939652e-10,3.506300258822208e-12,-6.15901545262935e-15,4.842877247908967e-18,-1.4454548567331303e-21,specimages/fbs0030-DFBSJ071820.65+470223.9.fits
149,fbs0030,DFBSJ071820.76+470549.1,07:18:20.766,+47:05:49.11,15.8,15.21,OK,97,18,-1.2573379278044036e-11,-3.345398199864019e-15,-1.2984408518683895e-12,-2.2160962059860467e-10,1.2610239739473162e-12,-2.524128261299944e-15,2.148066393313741e-18,-6.633188853000347e-22,specimages/fbs0030-DFBSJ071820.76+470549.1.fits
150,fbs0030,DFBSJ071821.47+470350.9,07:18:21.472,+47:03:50.91,13.27,12.14,OK,107,16,-1.3223823774614665e-10,-2.21361767095933e-13,-5.6597695398010196e-11,-9.252548142143873e-09,5.1211385798759334e-11,-1.028622464646264e-13,8.935273951747948e-17,-2.8458001396292096e-20,specimages/fbs0030-DFBSJ071821.47+470350.9.fits
151,fbs0031,DFBSJ073943.05+470011.8,07:39:43.057,+47:00:11.89,15.34,13.47,NL,120,17,-6.674660755737561e-11,-4.8160556504834156e-14,-1.447185336919341e-11,-2.415897379397712e-09,1.2195571822146914e-11,-2.2732991677763127e-14,1.866915235168833e-17,-5.7117998245438335e-21,specimages/fbs0031-DFBSJ073943.05+470011.8.fits
