_Glon,_Glat,_RAJ2000,_DEJ2000,Cl,Name,Vmag,z
deg,deg,deg,deg,,,mag,

69.592917,21.018091,277.89375,41.268056,Sy1,IRAS 18299+4113,16.05,0.092
82.586349,24.212714,278.207083,53.672778,Sy1,HS 1831+5338,15.9,0.039
61.305293,17.445869,278.764167,32.696389,Sy1,3C 382.0,15.39,0.058
111.437881,27.073937,280.5375,79.771389,Sy1,3C 390.3,15.38,0.056
73.090063,15.53102,286.358333,42.461111,Sy1,Zw 229.015,15.4,0.027
108.748533,25.096204,288.744167,77.110556,Sy1,NPM1G+77.0129,16.9,0.089
100.515763,22.572316,290.560833,69.186667,Sy1,4C 69.26,17,0.097
29.351902,-16.012426,295.669583,-10.323056,Sy1,NGC 6814,14.21,0.005
56.150107,-18.216656,310.077083,10.995556,Sy1,RXS J20403+1059,16.1,0.085
44.24549,-26.719457,311.586667,-2.8125,Sy1,MARK 896,14.61,0.027
41.850941,-28.274096,311.938333,-5.421111,Sy1,SDSS J20477-0525,15.72,0.046
50.49404,-26.042373,313.842917,2.354722,Sy1,Zw 374.029,15.1,0.013
48.724802,-27.586239,314.335,0.201944,Sy1,SDSS J20573+0012,16.98,0.136
59.412984,-22.683101,315.59,10.970833,Sy1,Zw 425.034,15.4,0.029
40.266282,-34.936581,317.29125,-9.670833,Sy1,1H 2107-097,14.39,0.027
50.577471,-30.097129,317.32375,0.271944,Sy1,SDSS J21092+0016,16.2,0.05
51.737788,-30.59551,318.28,0.852222,Sy1,SDSS J21131+0051,16.49,0.07
115.97836,22.343763,318.506667,82.079722,Sy1,S5 2116+81,15.7,0.086
76.265266,-15.75333,320.647917,27.646111,Sy1,B2 2107+35A,16,0.091
45.224984,-37.321466,321.302083,-7.225,Sy1,SDSS J21252-0713,15.5,0.064
63.809452,-27.214071,321.725,11.4,Sy1,RXS J21268+1124,16.7,0.096
36.783732,-41.161124,321.885,-14.78,Sy1,2E 2124-1459,15.9,0.057
62.970081,-28.620718,322.370833,9.941944,Sy1,SDSS J21294+0956,16.22,0.071
63.62538,-28.209447,322.410833,10.648889,Sy1,SDSS J21296+1038,16.96,0.063
63.333977,-28.499171,322.477083,10.2675,Sy1,SDSS J21299+1016,16.05,0.053
63.982036,-28.127366,322.547083,10.945,Sy1,SDSS J21301+1056,16.62,0.115
57.765197,-32.466858,322.720417,4.047222,Sy1,MS 21283+0349,16.34,0.086
44.799832,-39.4703,323.0475,-8.543889,Sy1,SDSS J21321-0832,16.24,0.087
63.669581,-29.069518,323.115833,10.138611,Sy1,UGC 11763,14.64,0.061
46.516135,-39.126159,323.38875,-7.214167,Sy1,TEX 2130-074,16.8,0.087
55.848565,-35.684635,324.422917,0.888056,Sy1,SDSS J21376+0053,15.31,0.041
55.951879,-36.608038,325.2275,0.427222,Sy1,SDSS J21409+0025,16.49,0.084
82.435508,-15.731001,325.472917,31.857778,Sy1,Zw 493.004,15.7,0.043
56.713802,-37.388214,326.215833,0.474167,Sy1,SDSS J21448+0028,16.84,0.064
66.688903,-31.060246,326.375417,10.858056,Sy1,SDSS J21455+1051,16.97,0.107
48.488959,-43.666269,328.10875,-8.173611,Sy1,TEX 2149-084,14.91,0.035
49.872021,-43.965106,328.87875,-7.464167,Sy1,SDSS J21555-0727,16.87,0.122
70.308854,-31.747555,329.019167,12.68,Sy1,SDSS J21560+1240,15.77,0.076
64.701221,-38.631513,331.07375,4.667222,Sy1,PKS 2201+04,15.2,0.028
63.623578,-39.34931,331.08,3.564167,Sy1,IRAS 22017+0319,15.4,0.066
51.498294,-46.170607,331.381667,-7.626111,Sy1,SDSS J22055-0737,15.51,0.06
70.423253,-35.378372,331.758333,10.233333,Sy1,NGC 7212,14.8,0.026
72.415998,-35.165819,332.7725,11.537222,Sy1,SDSS J22110+1132,16.59,0.091
72.631399,-35.13078,332.875833,11.685556,Sy1,SDSS J22115+1141,16.85,0.061
60.316559,-43.699477,332.912917,-1.092778,Sy1,SDSS J22116-0105,16.58,0.093
78.368203,-30.046617,332.974583,18.697222,Sy1,PG 2209+184,15.44,0.07
59.808807,-44.223294,333.105,-1.701944,Sy1,RXS J22124-0142,16.9,0.095
78.524217,-30.150668,333.154167,18.707778,Sy1,MS 22102+1827,16.73,0.078
62.702478,-43.613411,333.9225,0.31,Sy1,SDSS J22156+0018,16.36,0.057
70.982097,-38.96058,334.660417,8.0375,Sy1,RXS J22186+0802,16.6,0.12
85.349095,-25.370635,334.957083,26.224722,Sy1,RXS J22198+2613,17,0.085
64.59751,-44.397957,335.400417,0.847778,Sy1,SDSS J22216+0050,16.73,0.061
75.462483,-37.074679,335.937917,11.835833,Sy1,MCG +02.57.002,15.7,0.029
61.866499,-46.714432,335.957083,-2.103611,Sy1,3C 445.0,15.77,0.057
75.742442,-37.498158,336.39625,11.669722,Sy1,Zw 429.005,16.1,0.035
52.633159,-51.752518,336.583333,-9.925556,Sy1,SDSS J22263-0955,16.77,0.127
53.579545,-52.001584,337.112083,-9.5625,Sy1,SDSS J22284-0933,16.98,0.088
91.697306,-20.493669,337.193333,33.585556,Sy1,RXS J22287+3335,15.9,0.091
64.420713,-46.930763,337.240417,-0.897222,Sy1,SDSS J22289-0053,15.58,0.059
65.722387,-46.215533,337.289583,0.247222,Sy1,SDSS J22291+0014,16.43,0.055
53.790152,-52.422347,337.5425,-9.679167,Sy1,SDSS J22301-0940,16.05,0.058
80.699705,-34.534663,337.582083,16.52,Sy1,RXS J22303+1631,16,0.084
74.378849,-41.21114,338.128333,8.2075,Sy1,AKN 557,14.9,0.025
55.73083,-52.496845,338.26125,-8.730278,Sy1,SDSS J22330-0843,16.86,0.058
78.531796,-38.584173,338.8225,12.279167,Sy1,SDSS J22352+1216,16.83,0.088
68.831284,-46.459406,338.924583,1.659167,Sy1,NPM1G+01.0561,16.3,0.057
79.812272,-38.151932,339.34125,13.248056,Sy1,SDSS J22373+1314,16.45,0.087
77.448048,-40.441515,339.3825,10.317778,Sy1,RX J22375+1019,16.77,0.103
70.094259,-48.154214,340.735833,1.0875,Sy1,SDSS J22429+0105,16.3,0.071
81.107473,-41.765804,342.414583,11.008056,Sy1,HS 2247+1044,15.8,0.083
96.495756,-22.332623,342.949167,34.324722,Sy1,RXS J22517+3419,16.8,0.132
92.408975,-28.997344,343.03875,26.711944,Sy1,RXS J22521+2642,16,0.067
66.873214,-53.615135,343.29375,-4.146944,Sy1,NPM1G-04.0637,15.8,0.026
83.011749,-41.935456,343.68125,11.714167,Sy1,UGC 12243,15.91,0.028
78.039701,-46.905637,343.879167,5.611667,Sy1,RX J22555+0536,16.38,0.065
84.18299,-41.166145,343.959167,12.848333,Sy1,SDSS J22558+1250,16.07,0.08
78.17272,-47.225016,344.152083,5.420833,Sy1,RXS J22566+0525,16.2,0.065
75.428928,-49.607286,344.29,2.425833,Sy1,PB 5194,16.72,0.105
93.046914,-31.381117,344.8875,24.918333,Sy1,KAZ 320,16.8,0.034
56.211104,-60.489785,345.199167,-12.918889,Sy1,MARK 1126,14.33,0.01
83.098345,-45.46671,345.815,8.873889,Sy1,NGC 7469,13.04,0.017
78.29101,-50.07071,346.005,3.255,Sy1,XBS J23040+0315,14,0.036
92.788395,-33.885758,346.01125,22.624167,Sy1,MARK 315,14.78,0.04
64.091876,-58.75761,346.18125,-8.685556,Sy1,MARK 926,15.91,0.047
80.446833,-49.514507,346.7625,4.549167,Sy1,PG 2304+042,15.5,0.042
64.26721,-59.834227,347.07875,-9.303056,Sy1,SDSS J23083-0918,16.02,0.09
89.941934,-42.502619,348.41875,14.020833,Sy1,MARK 316,15.2,0.04
62.508371,-62.293409,348.487917,-11.505278,Sy1,MCG -02.59.006,15.7,0.076
93.216776,-38.790094,348.82125,18.470556,Sy1,RXS J23152+1828,16.5,0.104
100.401359,-27.968571,349.65375,30.810278,Sy1,Q J2318+304,16.73,0.103
80.067942,-54.739934,349.73625,0.243889,Sy1,NGC 7603,14.01,0.029
69.083136,-64.054346,351.810417,-10.388333,Sy1,HBQS J2327-1023,15.45,0.065
94.805489,-42.823316,351.841667,15.410278,Sy1,RX J23273+1524,16.28,0.044
90.626706,-48.785123,351.98625,8.778889,Sy1,NGC 7674,14.36,0.029
86.801188,-53.459213,352.26625,3.533333,Sy1,NGC 7682,14.3,0.017
81.347451,-58.642432,352.634583,-2.462778,Sy1,UM 163,14.86,0.034
86.060387,-55.944138,353.220833,1.199167,Sy1,SDSS J23328+0111,16.85,0.028
103.501498,-33.073358,354.6225,27.031111,Sy1,3C 465.0,13.3,0.03
86.667502,-58.118865,354.654167,-0.469444,Sy1,SDSS J23386-0028,16.27,0.035
87.923716,-57.77078,355.04375,0.173889,Sy1,SDSS J23401+0010,15.58,0.06
95.653271,-49.474611,355.2775,9.635833,Sy1,NPM1G+09.0618,16.5,0.041
67.167119,-70.029624,355.86875,-14.925278,Sy1,MS 23409-1511,16.9,0.137
104.256732,-40.448888,357.807917,20.229444,Sy1,MCG +03.60.031,15.41,0.043
106.672361,-34.658716,357.97,26.325556,Sy1,RXS J23518+2619,16.6,0.04
107.440921,-35.683435,358.950833,25.509167,Sy1,Zw 478.002,16.6,0.057
99.794713,-52.841755,359.008333,7.523056,Sy1,MARK 541,15.15,0.04
83.03287,-68.802727,359.22625,-10.268056,Sy1,SDSS J23569-1016,16.67,0.074
92.182543,-63.834152,359.795,-4.127222,Sy1,IC 1524,14.5,0.019
122.768266,-77.669203,12.823333,-14.7975,QSO,NPM1G-15.0040,14.65,0.091
102.48932,-75.399158,7.6675,-13.358056,QSO,NPM1G-13.0021,14.56,0.076
111.0918,-75.072327,9.75625,-12.486667,QSO,PB 8437,17,0.282
88.241189,-74.956877,4.082917,-14.502778,QSO,PKS 0013-14,17,0.766
115.12919,-73.362858,10.592917,-10.628611,QSO,SDSS J00423-1037,16.61,0.424
151.861478,-72.938889,21.20125,-11.969167,QSO,NPM1G-12.0057,14.93,0.068
139.289242,-72.517486,17.792083,-10.275278,QSO,SDSS J01111-1016,16.96,0.179
130.835705,-72.183187,15.304167,-9.461667,QSO,SDSS J01012-0927,16.41,0.357
108.138091,-71.502532,8.1525,-9.173611,QSO,SNU J00326-0910,15.28,0.092
80.683059,-71.317171,0.101667,-12.763333,QSO,PHL 2525,15.49,0.2
80.502736,-71.187871,359.973333,-12.696944,QSO,QSO J2359-12,16.7,0.868
131.961887,-68.903233,16.1175,-6.260278,QSO,XMS J01044-0615,16.7,0.18
151.967746,-68.582614,23.17125,-8.068333,QSO,PKS 0130-083,16.5,0.148
161.638484,-68.479191,26.319167,-9.754167,QSO,UM 673,16.95,2.719
173.077286,-67.262091,30.487917,-11.542778,QSO,3C 57,16.4,0.669
160.75897,-67.087169,26.826667,-8.413611,QSO,SDSS J01473-0824,16.58,0.619
142.296699,-66.055898,20.615833,-4.3575,QSO,PKS 0119-04,16.88,1.953
162.453262,-65.499533,28.295833,-7.4825,QSO,KUV 01507-0744,16.8,0.3
101.645803,-65.498194,4.178333,-4.071667,QSO,UM 661,16.65,1.947
149.693069,-65.002857,23.861667,-4.443056,QSO,RXS J01354-0426,16.2,0.155
169.067579,-64.935876,30.859167,-8.730278,QSO,KUV 02010-0858,16.68,0.77
183.341562,-64.895359,35.1175,-13.088333,QSO,PKS 0217-133,16.1,1.445
106.5592,-64.858247,5.9725,-2.865833,QSO,HE 0021-0308,17,0.246
71.070508,-64.581196,352.802917,-10.1325,QSO,SDSS J23312-1007,17,1.319
129.081056,-63.391446,15.609583,-0.651111,QSO,DMS 0059-0055,16.54,0.296
160.327851,-63.297918,28.762083,-5.142778,QSO,RXS J01550-0508,15.1,0.129
107.274708,-63.266027,5.884583,-1.245556,QSO,SDSS J00235-0114,17,0.483
164.587929,-62.988331,30.52875,-5.983333,QSO,PKS 0159-062,16.6,0.189
101.218964,-62.57406,3.045417,-1.368889,QSO,UM 211,16.88,1.998
123.283231,-62.277414,13.022917,0.593889,QSO,Q 0049+0019A,16.22,0.399
141.158874,-61.759946,21.370417,-0.098889,QSO,PKS 0122-00,16.64,1.07
94.052697,-61.541179,359.547917,-1.691667,QSO,Q 2355-019,16.5,1.64
181.084342,-61.518129,37.163333,-10.186111,QSO,Q 0226-1024,15.16,2.276
93.273452,-61.264875,359.091667,-1.605278,QSO,Q 2353-0153,16.9,0.672
148.982429,-61.210796,25.070833,-0.834167,QSO,UM 357,16.3,0.334
123.515552,-61.192418,13.140833,1.678056,QSO,UM 288,17,2.307
85.402175,-61.151364,355.735833,-3.373889,QSO,PKS 2340-036,16.02,0.896
162.357798,-61.101328,30.774167,-3.840278,QSO,KISSR 2166,15.67,0.352
145.290247,-60.737111,23.575833,0.260278,QSO,UM 341,16.7,0.401
92.211593,-60.618344,358.340833,-1.258056,QSO,UM 186,16.91,0.993
97.423717,-60.53952,0.631667,-0.113056,QSO,Q 2359-003B,17,1.58
151.551517,-60.38643,26.551667,-0.594167,QSO,H 0143-0050,17,3.1
128.893437,-60.38256,15.804167,2.352778,QSO,UM 301,16.39,0.393
91.664648,-60.361867,357.98375,-1.153611,QSO,PKS 2349-01,16.59,0.174
109.40076,-60.051145,6.147083,2.113333,QSO,UM 237,16.78,2.826
168.919907,-59.762536,34.169583,-4.734722,QSO,FIRST J02166-0444,16.91,0.87
120.797,-59.522377,11.775,3.331389,QSO,PKS 0044+030,16.37,0.624
152.396142,-59.246627,27.427083,0.250278,QSO,SDSS J01497+0015,16.45,0.552
105.428437,-59.152938,3.979583,2.506389,QSO,Q 0013+0213,16.42,1.547
100.481442,-58.817207,1.447917,2.050556,QSO,PB 5723,16.6,0.234
187.603607,-58.808705,41.35375,-11.121111,QSO,NVSS J02454-1107,15.4,0.099
167.39511,-58.697301,34.240833,-3.416389,QSO,SWIRE J02169-0324,15.48,0.137
120.221364,-58.66867,11.446667,4.173333,QSO,PG 0043+039,16,0.385
167.256724,-58.39601,34.3725,-3.135833,QSO,PB 9130,16.8,0.323
139.883503,-58.251066,21.700833,3.451944,QSO,RX J01269+0327,16.5,0.214
98.180214,-58.18612,0.09875,2.211389,QSO,Q 2357+019A,17,0.81
156.567763,-57.939093,29.959167,0.394722,QSO,MARK 1014,15.87,0.163
175.023709,-57.092217,38.342083,-4.918889,QSO,PKS 0230-051,17,0.779
53.866908,-57.071239,341.575833,-12.114444,QSO,PKS 2243-123,16.45,0.63
171.90189,-56.925708,37.221667,-3.627222,QSO,PKS 0226-038,16.96,2.073
115.995424,-56.835361,9.051667,5.831111,QSO,HS 0033+0533,16.6,0.41
113.121875,-56.547265,7.44125,5.911111,QSO,PKS 0027+056,15.92,1.317
64.436102,-56.53415,344.5775,-7.118889,QSO,RXS J22583-0707,15.8,0.215
107.443945,-56.49131,4.344583,5.352778,QSO,HS 0014+0504,16.2,0.11
95.829772,-56.425822,358.241667,3.337778,QSO,RXS J23529+0320,14.3,0.086
174.461448,-56.1559,38.78,-4.034722,QSO,PKS 0232-04,16.46,1.438
102.310758,-55.612041,1.334167,5.403056,QSO,UM 18,16.21,1.9
98.804035,-55.35405,359.37,4.969722,QSO,RXS J23574+0458,16.9,0.285
100.793401,-55.223746,0.389167,5.489444,QSO,RX J00015+0529,16.41,0.251
157.599047,-54.930719,31.9575,2.715278,QSO,MARK 586,15.41,0.155
175.436252,-54.896077,40.060833,-3.526667,QSO,RXS J02402-0331,17,0.364
150.79718,-54.620847,28.617083,4.804722,QSO,PHL 1226,16.91,0.404
144.026014,-54.551087,24.9825,6.3225,QSO,PHL 1092,17,0.396
162.139841,-54.413449,34.45375,1.746944,QSO,PKS 0215+015,16.09,1.715
186.887803,-54.107492,45,-8.065833,QSO,SDSS J03000-0803,16.94,0.562
181.706634,-53.664987,43.451667,-5.391389,QSO,KUV 02513-0536,16.36,1.27
78.552515,-53.625587,348.352083,0.578889,QSO,H 2310+0018,16.59,2.087
73.059619,-53.036074,345.481667,-1.113333,QSO,SDSS J23019-0106,16.9,0.238
171.112882,-52.491323,39.845417,-0.022222,QSO,RXS J02393-0001,15.48,0.261
162.233822,-52.399372,35.636667,3.378889,QSO,HS 0219+0309,16.7,1.021
101.887676,-52.191987,359.997083,8.565,QSO,RXS J23599+0833,15.4,0.084
97.972674,-52.113719,357.6975,7.794444,QSO,HS 2348+0730,17,1.41
97.999765,-51.665797,357.541667,8.215278,QSO,HS 2347+0756,16.7,1.7
107.647853,-51.538456,3.27,10.191389,QSO,RX J00130+1011,16.25,0.239
83.039551,-51.284952,349.146667,4.088333,QSO,3C 459.0,16.68,0.22
171.058051,-51.212591,40.667917,0.9575,QSO,PB 6856,16.51,0.569
195.326738,-50.856704,50.602083,-10.586667,QSO,HE 0320-1045,17,2.282
134.612183,-50.739096,20.370833,11.45,QSO,87GB 01188+1111,16.7,2.465
53.341776,-50.607619,335.83875,-8.941389,QSO,NVSS J22233-0856,14.8,0.084
177.581904,-50.573287,44.06875,-1.443889,QSO,US 3376,16.93,0.879
91.884653,-50.550158,353.553333,7.6075,QSO,TEX 2331+073,16.4,0.401
44.88368,-50.276419,332.85,-13.469444,QSO,PKS 2208-137,17,0.391
78.455409,-50.230621,346.1875,3.196111,QSO,PG 2302+029,15.8,1.052
123.7483,-50.175017,13.395417,12.693333,QSO,I Zw 1,14.03,0.061
97.503847,-50.131551,356.654167,9.5125,QSO,PKS 2344+09,15.97,0.673
103.911786,-49.751649,0.460833,11.279722,QSO,RXS J00018+1116,16.15,0.158
127.336743,-49.499836,15.797083,13.271389,QSO,PHL 957,16.57,2.686
114.638286,-49.24574,7.3075,13.268056,QSO,PG 0026+12,15.41,0.145
175.397083,-49.020085,44.19625,0.65,QSO,SDSS J02567+0039,16.83,3.55
176.181427,-48.532821,44.90625,0.626667,QSO,US 3472,16.72,0.532
72.273554,-48.202206,341.80875,2.069167,QSO,RX J22472+0204,16.9,0.174
125.004373,-48.078979,14.29125,14.769722,QSO,PHL 909,16.29,0.171
89.505386,-47.944958,350.9125,9.1475,QSO,RXS J23236+0908,14.8,0.068
103.485044,-47.437455,359.474167,13.4025,QSO,RXS J23578+1324,15.8,0.115
197.082107,-47.36097,54.261667,-9.833611,QSO,RXS J03370-0950,16.5,0.28
156.436738,-47.20889,35.224167,9.759722,QSO,H 0218+0931,16,2
99.33395,-47.056572,356.6175,12.816667,QSO,Q 2343+125,17,2.517
174.260406,-46.921387,45.124167,2.680556,QSO,US 3498,16.1,0.113
59.043865,-46.648886,334.717083,-3.593611,QSO,PKS 2216-03,16.38,0.901
49.591145,-46.556679,331.03125,-8.953056,QSO,RXS J22041-0857,16.1,0.115
154.322285,-46.513871,34.282083,11.069167,QSO,PKS 0214+10,16.46,0.407
89.504292,-46.503548,350.184167,10.3975,QSO,KUV 23182+1007,16.8,0.665
153.23491,-46.383039,33.667917,11.533611,QSO,H 0211+1118,16,2
205.485264,-46.325019,57.869167,-14.486111,QSO,3C 95,16.22,0.614
71.798863,-46.108848,340.12625,3.358333,QSO,Q 2237+0305,16.8,1.695
183.577762,-46.02227,50.118333,-1.443333,QSO,FIRST J03204-0126,16.72,0.46
86.449825,-45.52215,347.82375,10.1375,QSO,4C 09.72,16,0.432
107.318757,-45.325831,1.497083,16.163611,QSO,PKS 0003+15,16.4,0.45
72.080097,-45.11844,339.580417,4.208611,QSO,GB6 22357+0356,16.5,1.009
47.473241,-44.814682,328.755833,-9.373333,QSO,PHL 1811,13.9,0.192
168.404557,-44.212983,43.877917,7.4325,QSO,RX J02555+0725,16.97,0.707
61.43651,-44.193398,333.799583,-0.763889,QSO,SDSSp J22151-0045,16.95,1.475
181.407257,-44.169041,50.557917,0.920556,QSO,KUV 03197+0045,16.57,0.181
64.654566,-43.969389,335.1025,1.158611,QSO,SDSS J22204+0109,16.95,0.212
119.429828,-43.89253,10.1925,18.906667,QSO,RX J00407+1854,16.71,0.153
109.117901,-43.684248,2.395417,18.061944,QSO,RXS J00095+1803,17,0.31
120.834057,-43.484073,11.24625,19.361389,QSO,RXS J00449+1921,17,0.181
38.402549,-43.333636,324.438333,-14.548611,QSO,PKS 2135-14,15.53,0.2
196.557456,-42.724322,58.1275,-7.183889,QSO,3C 94,16.67,0.962
49.632217,-42.546982,327.56125,-6.887222,QSO,SDSS J21502-0653,16.79,0.589
153.295877,-42.331246,35.631667,15.106944,QSO,HS 0219+1452,16.3,1.71
58.116721,-42.281916,330.811667,-1.523056,QSO,FIRST J22032-0131,16.46,0.65
82.78345,-41.940806,343.54375,11.610556,QSO,PKS 2251+11,15.82,0.325
98.743873,-41.786768,354.17125,17.547222,QSO,HS 2334+1716,17,0.47
204.927052,-41.755981,61.952083,-12.193333,QSO,PKS 0405-12,14.86,0.574
46.614292,-41.600609,325.605833,-8.355833,QSO,FIRST J21424-0821,16.66,0.57
44.003131,-41.50539,324.582917,-10.031389,QSO,TEX 2135-102,16.9,0.206
58.371015,-41.460987,330.263333,-0.883333,QSO,RXS J22011-0053,16.8,0.213
122.099525,-41.412968,12.18875,21.454444,QSO,RXS J00487+2127,16.9,0.3
199.032513,-41.230444,60.359583,-8.033333,QSO,RXS J04014-0801,14.59,0.147
109.518632,-41.173646,2.110417,20.575556,QSO,CRSS 0008.4+2034,16.8,0.389
108.760826,-41.094194,1.4975,20.523611,QSO,1AXG J000605+2031,16.2,0.385
40.538411,-40.956421,322.897083,-12.117778,QSO,PKS 2128-12,16.11,0.501
46.521242,-40.910904,324.9625,-8.081667,QSO,FIRST J21398-0804,13.39,0.051
131.806557,-40.811016,20.072083,21.563056,QSO,PG 0117+213,15.8,1.5
100.37368,-40.679146,354.935833,19.031111,QSO,HS 2337+1845,16.7,2.62
123.638283,-40.329106,13.4425,22.539444,QSO,RXS J00537+2232,15.8,0.148
51.789124,-40.241695,326.440833,-4.301111,QSO,IRAS 21431-0432,15.7,0.103
115.66309,-39.830467,6.81375,22.699722,QSO,NAB 0024+22,16.57,1.108
126.629177,-39.574656,15.959583,23.208056,QSO,HS 0101+2256,16.8,1.77
134.310927,-39.512607,22.34375,22.519444,QSO,RXS J01293+2231,17,0.231
168.672342,-39.307955,47.235833,11.054444,QSO,HS 0306+1051,16.6,0.15
83.889924,-39.196202,342.605417,14.331389,QSO,PKS 2247+14,16.97,0.237
156.77046,-39.109368,39.662083,16.616667,QSO,AO 0235+164,15.5,0.94
60.984444,-39.078613,329.579583,2.146944,QSO,PB 5020,17,0.56
84.757148,-38.957056,343.033333,14.913611,QSO,KUV 22497+1439,15.93,0.135
86.110745,-38.18384,343.490417,16.148056,QSO,3C 454.3,16.1,0.859
137.194514,-37.759696,25.145417,23.747222,QSO,HS 0137+2329,16.9,0.32
155.400841,-37.755917,39.41875,18.328056,QSO,RXS J02376+1819,16.4,0.168
79.898173,-37.586307,339.032083,13.731944,QSO,PG 2233+134,16.34,0.326
123.907859,-37.437745,13.7175,25.4275,QSO,PG 0052+251,15.43,0.155
45.749268,-37.408281,321.581667,-6.902222,QSO,TEX 2123-071,16.96,0.418
209.59941,-37.286828,67.661667,-13.596111,QSO,Q 0428-13,17,3.249
124.255336,-37.059136,14.0325,25.800556,QSO,RXS J00561+2548,14.9,0.15
115.20912,-37.043425,6.039167,25.418889,QSO,A 0021+25,15.06,0.067
96.57717,-37.022612,350.510833,21.232222,QSO,RX J23220+2113,16.96,0.706
40.036196,-36.8634,318.96375,-10.689444,QSO,RXS J21158-1041,14.51,0.062
97.939846,-36.798594,351.477083,21.887778,QSO,RXS J23259+2153,15.9,0.12
199.126487,-36.756894,64.319583,-5.895833,QSO,3C 110,15.94,0.773
106.25165,-36.282106,358.108333,24.671111,QSO,IRAS 23498+2423,16.2,0.212
114.072251,-36.276747,4.915833,26.047778,QSO,4C 25.01,15.9,0.284
141.338541,-36.230268,29.089167,24.310278,QSO,RXS J01563+2418,17,0.155
179.206848,-36.211755,55.44875,7.429167,QSO,KUV 03391+0716,16.2,0.132
209.014986,-36.061324,68.612083,-12.666111,QSO,H 0432-1246,17,2.8
61.604972,-35.577863,327.134167,4.704444,QSO,HS 2146+0428,17,1.32
157.04995,-35.373921,41.92,19.682778,QSO,MS 02448+1928,16.66,0.176
58.087525,-35.006073,324.934167,2.768056,QSO,RXS J21397+0246,16.3,0.26
95.540566,-34.964324,348.732917,22.722778,QSO,RXS J23149+2243,16.3,0.169
167.014314,-34.70201,49.2525,15.426389,QSO,US 3808,17,0.533
120.225239,-34.540747,10.327917,28.277778,QSO,2MASS J00413+2816,15.9,0.194
55.58381,-34.44572,323.282083,1.418056,QSO,FIRST J21331+0125,15.51,0.75
68.496478,-34.223,329.801667,9.878333,QSO,RXS J21592+0952,15.52,0.1
75.989092,-34.222277,334.300833,14.239167,QSO,MARK 304,14.66,0.067
63.65625,-34.071701,327.022917,6.960833,QSO,PKS 2145+06,16.47,0.999
166.885239,-34.044256,49.606667,15.998889,QSO,US 3828,16.58,0.515
51.695065,-33.695738,320.872917,-0.847778,QSO,SDSS J21234-0050,16.62,2.261
212.8492,-33.689015,72.150833,-14.5875,QSO,H 0446-1440,17,1.6
105.906066,-33.434376,356.89625,27.3175,QSO,RXS J23475+2719,16.06,0.646
191.593152,-33.14687,64.125417,1.250556,QSO,1WGA J0416.5+0115,16.6,1.219
195.290091,-33.139923,65.815833,-1.3425,QSO,PKS 0420-01,17,0.915
112.655974,-33.027847,3.007917,29.056389,QSO,RXS J00120+2903,16.6,0.276
191.922674,-32.924448,64.464167,1.145278,QSO,1WGA J0417.8+0108,16.9,0.272
85.515702,-32.755782,339.835,20.349722,QSO,HS 2236+2005,16.5,0.39
128.582836,-32.659511,18.350833,29.971111,QSO,B2 0110+29,17,0.363
211.754191,-32.067034,73.303333,-13.096111,QSO,H 0450-1310,16.5,2.25
41.680449,-31.796977,315.005417,-7.193056,QSO,SDSS J21000-0711,15.33,0.6
184.884763,-31.784693,61.907917,6.634444,QSO,HS 0404+0629,16.7,0.346
117.087088,-31.544863,7.044583,31.062778,QSO,RXS J00281+3103,15.22,0.5
44.523813,-31.515423,315.907917,-4.927778,QSO,NPM1G-05.0589,14.56,0.058
137.651304,-31.506831,27.302083,29.708333,QSO,GB6 01463+2927,16.8,0.34
113.925363,-31.370921,3.900417,30.873333,QSO,B2 0012+30,16.3,1.619
179.6487,-30.496604,60.04875,10.919722,QSO,MS 03574+1046,16.78,0.182
70.511279,-30.452358,328.176667,13.697222,QSO,RXS J21527+1341,16.2,0.202
35.971197,-29.855035,311.040417,-10.723333,QSO,MARK 509,13.12,0.035
78.885922,-29.391156,332.876667,19.486667,QSO,HS 2209+1914,16.7,1.07
49.789123,-29.378244,316.352083,0.068889,QSO,SDSS J21054+0004,16.98,2.283
200.991151,-28.873221,71.978333,-3.378611,QSO,RXS J04479-0322,15.94,0.774
84.334968,-28.744178,336.406667,22.990556,QSO,RXS J22256+2259,16.1,0.173
133.962576,-28.719441,24.422083,33.159722,QSO,3C 48.0,16.2,0.367
57.040175,-28.014741,318.719167,6.128333,QSO,PG 2112+059,15.77,0.457
187.692016,-27.758126,66.625417,7.091667,QSO,HS 0423+0658,16.6,0.17
70.310134,-27.453011,325.78875,15.618333,QSO,RXS J21431+1537,16.7,0.385
122.796354,-27.259648,12.71125,35.611944,QSO,RXS J00508+3536,14.6,0.058
130.849292,-27.164259,21.4825,35.176667,QSO,RXS J01259+3510,16.42,0.312
191.295757,-26.195572,69.759167,5.345278,QSO,RXS J04390+0520,16.1,0.202
72.115405,-26.084219,325.897917,17.730278,QSO,OX 169,15.73,0.211
144.078811,-25.997862,35.633333,33.105833,QSO,KUV 02196+3253,16.8,0.504
128.803426,-25.950624,19.440417,36.620833,QSO,RXS J01177+3637,15.67,0.106
45.874217,-25.682303,311.4025,-1.03,QSO,SDSS J20456-0101,16.84,1.658
136.087218,-25.200038,27.63625,36.157222,QSO,IRAS 01475+3554,15.3,0.08
113.839386,-24.817675,2.46875,37.319167,QSO,RXS J00098+3719,16.6,0.154
