,Unnamed: 0,plate,object_id,ra,dec,mag_B,mag_R,spectrum_class,spectrum_length,red_bord_position,9,10,11,12,13,14,15,16,fits_path,jpeg_path
182,182,fbs0032,DFBSJ164134.33+430125.2,41:34.3,+43:01:25.21,15.74,14.57,OK,120,17,-2.21E-11,-1.59E-14,-4.79E-12,-7.99E-10,4.30E-12,-8.39E-15,7.09E-18,-2.19E-21,specimages/fbs0032-DFBSJ164134.33+430125.2.fits,specimagesjpeg/fbs0032-DFBSJ164134.33+430125.2.jpg
183,183,fbs0035,DFBSJ225720.02+231344.6,57:20.0,+23:13:44.62,16.19,15.93,U,84,17,-1.92E-12,-1.39E-15,-4.16E-13,-6.95E-11,4.70E-13,-1.05E-15,9.60E-19,-3.15E-22,specimages/fbs0035-DFBSJ225720.02+231344.6.fits,specimagesjpeg/fbs0035-DFBSJ225720.02+231344.6.jpg
184,184,fbs0035,DFBSJ225720.82+231614.5,57:20.8,+23:16:14.54,16.92,16.23,U,70,18,-3.26E-12,-8.68E-16,-3.37E-13,-5.75E-11,3.53E-13,-7.37E-16,6.44E-19,-2.03E-22,specimages/fbs0035-DFBSJ225720.82+231614.5.fits,specimagesjpeg/fbs0035-DFBSJ225720.82+231614.5.jpg
185,185,fbs0035,DFBSJ225722.35+232012.6,57:22.4,+23:20:12.61,15.55,14.65,OK,91,18,-2.28E-11,-6.05E-15,-2.35E-12,-4.01E-10,2.23E-12,-4.40E-15,3.71E-18,-1.13E-21,specimages/fbs0035-DFBSJ225722.35+232012.6.fits,specimagesjpeg/fbs0035-DFBSJ225722.35+232012.6.jpg
186,186,fbs0035,DFBSJ225723.13+231411.8,57:23.1,+23:14:11.82,15.55,14.34,OK,93,17,-2.33E-11,-1.68E-14,-5.05E-12,-8.43E-10,4.61E-12,-9.12E-15,7.78E-18,-2.43E-21,specimages/fbs0035-DFBSJ225723.13+231411.8.fits,specimagesjpeg/fbs0035-DFBSJ225723.13+231411.8.jpg
187,187,fbs0035,DFBSJ225723.19+232252.6,57:23.2,+23:22:52.69,16.2,14.58,U,70,17,-2.68E-11,-1.93E-14,-5.81E-12,-9.70E-10,5.03E-12,-9.57E-15,7.95E-18,-2.43E-21,specimages/fbs0035-DFBSJ225723.19+232252.6.fits,specimagesjpeg/fbs0035-DFBSJ225723.19+232252.6.jpg
188,188,fbs0035,DFBSJ225723.37+231758.8,57:23.4,+23:17:58.82,14.93,13.83,OK,90,16,-2.41E-11,-4.04E-14,-1.03E-11,-1.69E-09,9.29E-12,-1.86E-14,1.60E-17,-5.09E-21,specimages/fbs0035-DFBSJ225723.37+231758.8.fits,specimagesjpeg/fbs0035-DFBSJ225723.37+231758.8.jpg
189,189,fbs0035,DFBSJ225725.35+231335.5,57:25.4,+23:13:35.55,14.88,13.39,OK,92,18,-1.02E-10,-2.71E-14,-1.05E-11,-1.80E-09,9.66E-12,-1.87E-14,1.56E-17,-4.74E-21,specimages/fbs0035-DFBSJ225725.35+231335.5.fits,specimagesjpeg/fbs0035-DFBSJ225725.35+231335.5.jpg
190,190,fbs0035,DFBSJ225729.34+231318.2,57:29.3,+23:13:18.20,16.51,16.34,NL,91,20,1.97E-14,1.56E-16,7.28E-14,1.30E-11,6.39E-15,-9.95E-17,1.27E-19,-4.67E-23,specimages/fbs0035-DFBSJ225729.34+231318.2.fits,specimagesjpeg/fbs0035-DFBSJ225729.34+231318.2.jpg
191,191,fbs0035,DFBSJ225730.04+231733.4,57:30.0,+23:17:33.48,15.9,14.79,OK,77,11,4.04E-12,-1.94E-14,-5.43E-12,-8.11E-10,4.33E-12,-8.41E-15,7.07E-18,-2.17E-21,specimages/fbs0035-DFBSJ225730.04+231733.4.fits,specimagesjpeg/fbs0035-DFBSJ225730.04+231733.4.jpg
192,192,fbs0035,DFBSJ225730.81+231309.4,57:30.8,+23:13:09.46,16.66,15.7,U,91,17,-6.41E-12,-4.62E-15,-1.39E-12,-2.32E-10,1.29E-12,-2.59E-15,2.24E-18,-7.06E-22,specimages/fbs0035-DFBSJ225730.81+231309.4.fits,specimagesjpeg/fbs0035-DFBSJ225730.81+231309.4.jpg
193,193,fbs0035,DFBSJ225731.55+232126.5,57:31.6,+23:21:26.59,16.7,15.84,U,81,19,2.68E-12,-2.44E-15,-7.36E-13,-1.29E-10,6.75E-13,-1.27E-15,1.03E-18,-3.04E-22,specimages/fbs0035-DFBSJ225731.55+232126.5.fits,specimagesjpeg/fbs0035-DFBSJ225731.55+232126.5.jpg
194,194,fbs0035,DFBSJ225732.37+231531.6,57:32.4,+23:15:31.66,16.57,15.45,U,66,17,-9.90E-12,-7.14E-15,-2.15E-12,-3.58E-10,1.94E-12,-3.83E-15,3.27E-18,-1.02E-21,specimages/fbs0035-DFBSJ225732.37+231531.6.fits,specimagesjpeg/fbs0035-DFBSJ225732.37+231531.6.jpg
195,195,fbs0035,DFBSJ225735.80+231524.2,57:35.8,+23:15:24.24,14.55,13.38,OK,120,18,-7.01E-11,-1.86E-14,-7.24E-12,-1.24E-09,7.09E-12,-1.43E-14,1.22E-17,-3.77E-21,specimages/fbs0035-DFBSJ225735.80+231524.2.fits,specimagesjpeg/fbs0035-DFBSJ225735.80+231524.2.jpg
196,196,fbs0035,DFBSJ225740.33+231336.2,57:40.3,+23:13:36.22,14.44,13.79,NL,115,17,-1.18E-11,-8.49E-15,-2.55E-12,-4.26E-10,3.11E-12,-7.13E-15,6.65E-18,-2.20E-21,specimages/fbs0035-DFBSJ225740.33+231336.2.fits,specimagesjpeg/fbs0035-DFBSJ225740.33+231336.2.jpg
197,197,fbs0035,DFBSJ225740.80+231533.5,57:40.8,+23:15:33.52,15.56,15.8,NL,120,26,2.13E-12,-3.04E-16,-1.98E-13,-4.25E-11,1.43E-13,-1.85E-16,1.06E-19,-2.28E-23,specimages/fbs0035-DFBSJ225740.80+231533.5.fits,specimagesjpeg/fbs0035-DFBSJ225740.80+231533.5.jpg
198,198,fbs0035,DFBSJ225742.50+231953.8,57:42.5,+23:19:53.85,14.43,13.44,OK,96,17,-3.91E-11,-2.82E-14,-8.48E-12,-1.42E-09,8.18E-12,-1.67E-14,1.45E-17,-4.60E-21,specimages/fbs0035-DFBSJ225742.50+231953.8.fits,specimagesjpeg/fbs0035-DFBSJ225742.50+231953.8.jpg
199,199,fbs0035,DFBSJ225746.29+231944.5,57:46.3,+23:19:44.58,15.76,14.68,NL,97,10,-1.18E-11,-1.35E-14,-3.00E-12,-4.41E-10,2.16E-12,-3.55E-15,2.19E-18,-3.34E-22,specimages/fbs0035-DFBSJ225746.29+231944.5.fits,specimagesjpeg/fbs0035-DFBSJ225746.29+231944.5.jpg
200,200,fbs0035,DFBSJ225746.41+231957.2,57:46.4,+23:19:57.25,15.78,14.69,NL,97,18,-1.70E-11,-4.53E-15,-1.76E-12,-3.00E-10,1.78E-12,-3.67E-15,3.18E-18,-9.93E-22,specimages/fbs0035-DFBSJ225746.41+231957.2.fits,specimagesjpeg/fbs0035-DFBSJ225746.41+231957.2.jpg
201,201,fbs0035,DFBSJ225747.74+232231.1,57:47.7,+23:22:31.14,14.57,13.37,OK,95,17,-5.28E-11,-3.81E-14,-1.14E-11,-1.91E-09,1.05E-11,-2.09E-14,1.79E-17,-5.57E-21,specimages/fbs0035-DFBSJ225747.74+232231.1.fits,specimagesjpeg/fbs0035-DFBSJ225747.74+232231.1.jpg
202,202,fbs0035,DFBSJ225749.92+232244.5,57:49.9,+23:22:44.53,14.93,14.03,OK,102,17,-2.08E-11,-1.50E-14,-4.51E-12,-7.53E-10,4.42E-12,-9.12E-15,8.00E-18,-2.55E-21,specimages/fbs0035-DFBSJ225749.92+232244.5.fits,specimagesjpeg/fbs0035-DFBSJ225749.92+232244.5.jpg
203,203,fbs0035,DFBSJ225750.72+231414.9,57:50.7,+23:14:14.99,16.63,16.19,U,93,12,1.11E-11,-7.00E-15,-1.75E-12,-2.65E-10,1.59E-12,-3.50E-15,3.39E-18,-1.22E-21,specimages/fbs0035-DFBSJ225750.72+231414.9.fits,specimagesjpeg/fbs0035-DFBSJ225750.72+231414.9.jpg
204,204,fbs0035,DFBSJ225750.73+231639.9,57:50.7,+23:16:39.94,14.06,12.71,OK,120,17,-1.16E-10,-8.36E-14,-2.51E-11,-4.19E-09,2.28E-11,-4.47E-14,3.79E-17,-1.18E-20,specimages/fbs0035-DFBSJ225750.73+231639.9.fits,specimagesjpeg/fbs0035-DFBSJ225750.73+231639.9.jpg
205,205,fbs0035,DFBSJ225752.42+232005.4,57:52.4,+23:20:05.43,16.51,15.83,U,83,17,-6.10E-12,-4.40E-15,-1.32E-12,-2.21E-10,1.20E-12,-2.39E-15,2.04E-18,-6.40E-22,specimages/fbs0035-DFBSJ225752.42+232005.4.fits,specimagesjpeg/fbs0035-DFBSJ225752.42+232005.4.jpg
206,206,fbs0035,DFBSJ225753.69+232103.6,57:53.7,+23:21:03.62,16.68,14.83,U,55,17,-2.05E-11,-1.48E-14,-4.43E-12,-7.40E-10,3.88E-12,-7.48E-15,6.31E-18,-1.97E-21,specimages/fbs0035-DFBSJ225753.69+232103.6.fits,specimagesjpeg/fbs0035-DFBSJ225753.69+232103.6.jpg
207,207,fbs0035,DFBSJ225754.52+232205.0,57:54.5,+23:22:05.01,14.68,13.53,NL,97,17,-4.66E-11,-3.36E-14,-1.01E-11,-1.69E-09,9.33E-12,-1.86E-14,1.59E-17,-4.97E-21,specimages/fbs0035-DFBSJ225754.52+232205.0.fits,specimagesjpeg/fbs0035-DFBSJ225754.52+232205.0.jpg
208,208,fbs0035,DFBSJ225755.12+231747.4,57:55.1,+23:17:47.45,15.59,14.66,OK,90,17,-1.44E-11,-1.04E-14,-3.11E-12,-5.20E-10,2.87E-12,-5.70E-15,4.86E-18,-1.51E-21,specimages/fbs0035-DFBSJ225755.12+231747.4.fits,specimagesjpeg/fbs0035-DFBSJ225755.12+231747.4.jpg
209,209,fbs0035,DFBSJ225756.28+231403.7,57:56.3,+23:14:03.76,17,16.1,U,67,18,-5.65E-12,-1.50E-15,-5.84E-13,-9.96E-11,5.39E-13,-1.04E-15,8.54E-19,-2.55E-22,specimages/fbs0035-DFBSJ225756.28+231403.7.fits,specimagesjpeg/fbs0035-DFBSJ225756.28+231403.7.jpg
210,210,fbs0035,DFBSJ225757.80+231830.7,57:57.8,+23:18:30.73,16.88,16.18,U,68,17,-3.00E-12,-2.17E-15,-6.51E-13,-1.09E-10,6.13E-13,-1.23E-15,1.06E-18,-3.35E-22,specimages/fbs0035-DFBSJ225757.80+231830.7.fits,specimagesjpeg/fbs0035-DFBSJ225757.80+231830.7.jpg
211,211,fbs0035,DFBSJ225758.69+231327.7,57:58.7,+23:13:27.72,16.07,15.33,U,87,16,-5.38E-12,-9.01E-15,-2.30E-12,-3.77E-10,2.11E-12,-4.27E-15,3.73E-18,-1.20E-21,specimages/fbs0035-DFBSJ225758.69+231327.7.fits,specimagesjpeg/fbs0035-DFBSJ225758.69+231327.7.jpg
212,212,fbs0036,DFBSJ232719.37+271914.6,27:19.4,+27:19:14.65,13.31,12.83,OK,120,14,2.94E-11,-1.72E-13,-4.46E-11,-7.01E-09,3.93E-11,-8.02E-14,7.11E-17,-2.31E-20,specimages/fbs0036-DFBSJ232719.37+271914.6.fits,specimagesjpeg/fbs0036-DFBSJ232719.37+271914.6.jpg
213,213,fbs0036,DFBSJ232724.46+271936.1,27:24.5,+27:19:36.14,15.63,15.24,OK,89,17,-8.12E-12,-5.86E-15,-1.76E-12,-2.94E-10,1.70E-12,-3.46E-15,3.01E-18,-9.52E-22,specimages/fbs0036-DFBSJ232724.46+271936.1.fits,specimagesjpeg/fbs0036-DFBSJ232724.46+271936.1.jpg
214,214,fbs0036,DFBSJ232726.19+271229.4,27:26.2,+27:12:29.47,16.35,16.25,U,86,16,-1.71E-12,-2.86E-15,-7.30E-13,-1.19E-10,6.58E-13,-1.31E-15,1.12E-18,-3.51E-22,specimages/fbs0036-DFBSJ232726.19+271229.4.fits,specimagesjpeg/fbs0036-DFBSJ232726.19+271229.4.jpg
215,215,fbs0036,DFBSJ232727.86+271846.6,27:27.9,+27:18:46.64,16.09,15.32,U,70,16,-8.74E-12,-1.46E-14,-3.74E-12,-6.12E-10,3.20E-12,-6.18E-15,5.21E-18,-1.62E-21,specimages/fbs0036-DFBSJ232727.86+271846.6.fits,specimagesjpeg/fbs0036-DFBSJ232727.86+271846.6.jpg
216,216,fbs0036,DFBSJ232728.16+271335.0,27:28.2,+27:13:35.00,16.25,15.89,U,81,19,2.18E-13,-1.99E-16,-6.00E-14,-1.05E-11,1.66E-13,-4.47E-16,4.37E-19,-1.45E-22,specimages/fbs0036-DFBSJ232728.16+271335.0.fits,specimagesjpeg/fbs0036-DFBSJ232728.16+271335.0.jpg
217,217,fbs0036,DFBSJ232730.48+271332.6,27:30.5,+27:13:32.65,16.29,15.8,U,92,26,-2.14E-12,3.05E-16,1.99E-13,4.27E-11,-1.21E-13,1.25E-16,-5.57E-20,8.96E-24,specimages/fbs0036-DFBSJ232730.48+271332.6.fits,specimagesjpeg/fbs0036-DFBSJ232730.48+271332.6.jpg
218,218,fbs0036,DFBSJ232731.20+271629.5,27:31.2,+27:16:29.53,13.46,12.99,NL,97,16,-5.63E-11,-9.42E-14,-2.41E-11,-3.94E-09,2.27E-11,-4.67E-14,4.12E-17,-1.33E-20,specimages/fbs0036-DFBSJ232731.20+271629.5.fits,specimagesjpeg/fbs0036-DFBSJ232731.20+271629.5.jpg
219,219,fbs0036,DFBSJ232731.50+271822.1,27:31.5,+27:18:22.10,14.3,13.55,NL,120,15,5.32E-12,-1.49E-13,-3.95E-11,-6.34E-09,3.14E-11,-5.86E-14,4.85E-17,-1.49E-20,specimages/fbs0036-DFBSJ232731.50+271822.1.fits,specimagesjpeg/fbs0036-DFBSJ232731.50+271822.1.jpg
220,220,fbs0036,DFBSJ232732.76+271307.3,27:32.8,+27:13:07.39,12.16,12.43,OK,120,13,-1.62E-10,-1.56E-13,-5.16E-11,-7.97E-09,4.68E-11,-9.95E-14,9.13E-17,-3.07E-20,specimages/fbs0036-DFBSJ232732.76+271307.3.fits,specimagesjpeg/fbs0036-DFBSJ232732.76+271307.3.jpg
221,221,fbs0036,DFBSJ232733.81+271949.0,27:33.8,+27:19:49.02,13.04,14.79,NL,114,14,-3.82E-11,2.24E-13,5.79E-11,9.11E-09,-4.05E-11,6.80E-14,-5.09E-17,1.43E-20,specimages/fbs0036-DFBSJ232733.81+271949.0.fits,specimagesjpeg/fbs0036-DFBSJ232733.81+271949.0.jpg
222,222,fbs0036,DFBSJ232733.84+271916.2,27:33.8,+27:19:16.23,13.6,12.82,NL,120,15,7.12E-12,-1.99E-13,-5.30E-11,-8.49E-09,4.61E-11,-9.20E-14,8.01E-17,-2.57E-20,specimages/fbs0036-DFBSJ232733.84+271916.2.fits,specimagesjpeg/fbs0036-DFBSJ232733.84+271916.2.jpg
223,223,fbs0036,DFBSJ232739.06+272057.4,27:39.1,+27:20:57.47,16.5,16.13,U,107,18,-7.32E-12,-1.95E-15,-7.56E-13,-1.29E-10,6.82E-13,-1.30E-15,1.08E-18,-3.25E-22,specimages/fbs0036-DFBSJ232739.06+272057.4.fits,specimagesjpeg/fbs0036-DFBSJ232739.06+272057.4.jpg
224,224,fbs0036,DFBSJ232743.00+271924.4,27:43.0,+27:19:24.48,14.74,13.88,OK,90,16,-3.55E-11,-5.95E-14,-1.52E-11,-2.49E-09,1.33E-11,-2.62E-14,2.24E-17,-7.06E-21,specimages/fbs0036-DFBSJ232743.00+271924.4.fits,specimagesjpeg/fbs0036-DFBSJ232743.00+271924.4.jpg
225,225,fbs0036,DFBSJ232751.21+271357.0,27:51.2,+27:13:57.04,15.32,14.85,OK,93,16,-7.71E-12,-1.29E-14,-3.30E-12,-5.39E-10,3.06E-12,-6.21E-15,5.42E-18,-1.73E-21,specimages/fbs0036-DFBSJ232751.21+271357.0.fits,specimagesjpeg/fbs0036-DFBSJ232751.21+271357.0.jpg
226,226,fbs0055,DFBSJ232907.35+231442.1,29:07.4,+23:14:42.16,16.63,16.46,U,75,14,2.99E-13,-1.75E-15,-4.54E-13,-7.14E-11,3.80E-13,-7.06E-16,5.47E-19,-1.49E-22,specimages/fbs0055-DFBSJ232907.35+231442.1.fits,specimagesjpeg/fbs0055-DFBSJ232907.35+231442.1.jpg
227,227,fbs0055,DFBSJ232907.46+231805.2,29:07.5,+23:18:05.24,13.91,13.74,NL,99,17,-2.65E-11,-1.91E-14,-5.74E-12,-9.59E-10,5.84E-12,-1.23E-14,1.09E-17,-3.49E-21,specimages/fbs0055-DFBSJ232907.46+231805.2.fits,specimagesjpeg/fbs0055-DFBSJ232907.46+231805.2.jpg
228,228,fbs0055,DFBSJ232907.60+231821.3,29:07.6,+23:18:21.31,13.92,13.74,NL,105,22,-1.15E-11,9.56E-15,3.91E-12,7.38E-10,-2.50E-12,3.16E-15,-1.75E-18,3.59E-22,specimages/fbs0055-DFBSJ232907.60+231821.3.fits,specimagesjpeg/fbs0055-DFBSJ232907.60+231821.3.jpg
229,229,fbs0055,DFBSJ232909.72+231108.6,29:09.7,+23:11:08.69,12.88,12.29,OK,97,11,7.07E-11,-3.39E-13,-9.50E-11,-1.42E-08,7.82E-11,-1.59E-13,1.41E-16,-4.60E-20,specimages/fbs0055-DFBSJ232909.72+231108.6.fits,specimagesjpeg/fbs0055-DFBSJ232909.72+231108.6.jpg
230,230,fbs0055,DFBSJ232912.03+231224.3,29:12.0,+23:12:24.31,16.42,15.99,U,80,17,-1.04E-11,-7.52E-15,-2.26E-12,-3.77E-10,1.89E-12,-3.51E-15,2.87E-18,-8.70E-22,specimages/fbs0055-DFBSJ232912.03+231224.3.fits,specimagesjpeg/fbs0055-DFBSJ232912.03+231224.3.jpg
231,231,fbs0055,DFBSJ232913.15+231858.0,29:13.2,+23:18:58.02,16.06,16.42,OK,103,12,9.10E-12,-5.75E-15,-1.43E-12,-2.17E-10,1.15E-12,-2.27E-15,1.96E-18,-6.26E-22,specimages/fbs0055-DFBSJ232913.15+231858.0.fits,specimagesjpeg/fbs0055-DFBSJ232913.15+231858.0.jpg
232,232,fbs0055,DFBSJ232913.43+231000.3,29:13.4,+23:10:00.34,16.68,16.94,U,66,21,-9.03E-14,4.21E-17,1.11E-14,2.04E-12,2.84E-14,-9.45E-17,9.49E-20,-3.09E-23,specimages/fbs0055-DFBSJ232913.43+231000.3.fits,specimagesjpeg/fbs0055-DFBSJ232913.43+231000.3.jpg
233,233,fbs0055,DFBSJ232914.43+231827.3,29:14.4,+23:18:27.33,12.29,12.34,OK,116,16,-1.32E-11,-2.20E-14,-5.63E-12,-9.21E-10,1.15E-11,-3.15E-14,3.24E-17,-1.15E-20,specimages/fbs0055-DFBSJ232914.43+231827.3.fits,specimagesjpeg/fbs0055-DFBSJ232914.43+231827.3.jpg
234,234,fbs0055,DFBSJ232915.38+231226.2,29:15.4,+23:12:26.24,13.4,13.15,OK,105,17,-5.52E-11,-3.98E-14,-1.20E-11,-2.00E-09,1.18E-11,-2.44E-14,2.14E-17,-6.81E-21,specimages/fbs0055-DFBSJ232915.38+231226.2.fits,specimagesjpeg/fbs0055-DFBSJ232915.38+231226.2.jpg
235,235,fbs0055,DFBSJ232919.94+231130.8,29:19.9,+23:11:30.83,15.57,15.57,U,87,17,-4.78E-12,-3.45E-15,-1.04E-12,-1.73E-10,1.02E-12,-2.10E-15,1.83E-18,-5.80E-22,specimages/fbs0055-DFBSJ232919.94+231130.8.fits,specimagesjpeg/fbs0055-DFBSJ232919.94+231130.8.jpg
236,236,fbs0055,DFBSJ232922.46+231420.3,29:22.5,+23:14:20.33,15.22,15.11,OK,120,17,-8.88E-12,-6.41E-15,-1.93E-12,-3.22E-10,1.83E-12,-3.70E-15,3.20E-18,-1.01E-21,specimages/fbs0055-DFBSJ232922.46+231420.3.fits,specimagesjpeg/fbs0055-DFBSJ232922.46+231420.3.jpg
237,237,fbs0055,DFBSJ232923.86+231552.6,29:23.9,+23:15:52.66,14.39,14.11,OK,98,17,-2.66E-11,-1.92E-14,-5.77E-12,-9.64E-10,5.46E-12,-1.10E-14,9.52E-18,-3.00E-21,specimages/fbs0055-DFBSJ232923.86+231552.6.fits,specimagesjpeg/fbs0055-DFBSJ232923.86+231552.6.jpg
238,238,fbs0055,DFBSJ232924.07+231031.6,29:24.1,+23:10:31.68,16.07,15.37,OK,65,18,-1.83E-11,-4.88E-15,-1.89E-12,-3.23E-10,1.74E-12,-3.38E-15,2.82E-18,-8.63E-22,specimages/fbs0055-DFBSJ232924.07+231031.6.fits,specimagesjpeg/fbs0055-DFBSJ232924.07+231031.6.jpg
239,239,fbs0055,DFBSJ232925.97+231216.6,29:26.0,+23:12:16.66,15.07,14.59,OK,91,17,-2.16E-11,-1.56E-14,-4.69E-12,-7.82E-10,4.23E-12,-8.28E-15,7.00E-18,-2.17E-21,specimages/fbs0055-DFBSJ232925.97+231216.6.fits,specimagesjpeg/fbs0055-DFBSJ232925.97+231216.6.jpg
240,240,fbs0055,DFBSJ232926.82+231112.9,29:26.8,+23:11:12.97,15.48,15.46,U,120,16,-5.59E-12,-9.37E-15,-2.39E-12,-3.91E-10,2.14E-12,-4.26E-15,3.67E-18,-1.16E-21,specimages/fbs0055-DFBSJ232926.82+231112.9.fits,specimagesjpeg/fbs0055-DFBSJ232926.82+231112.9.jpg
241,241,fbs0055,DFBSJ232929.75+231741.6,29:29.8,+23:17:41.61,15.62,14.67,NL,75,13,-3.90E-11,-3.75E-14,-1.24E-11,-1.92E-09,1.04E-11,-2.09E-14,1.85E-17,-6.12E-21,specimages/fbs0055-DFBSJ232929.75+231741.6.fits,specimagesjpeg/fbs0055-DFBSJ232929.75+231741.6.jpg
242,242,fbs0055,DFBSJ232931.03+231740.7,29:31.0,+23:17:40.77,16.15,16.11,NL,83,25,2.68E-12,7.13E-16,2.05E-13,4.26E-11,-1.29E-13,1.45E-16,-7.20E-20,1.32E-23,specimages/fbs0055-DFBSJ232931.03+231740.7.fits,specimagesjpeg/fbs0055-DFBSJ232931.03+231740.7.jpg
243,243,fbs0055,DFBSJ232931.32+231855.8,29:31.3,+23:18:55.89,15.79,15.5,NL,120,17,-1.07E-11,-7.73E-15,-2.32E-12,-3.88E-10,2.01E-12,-3.81E-15,3.15E-18,-9.59E-22,specimages/fbs0055-DFBSJ232931.32+231855.8.fits,specimagesjpeg/fbs0055-DFBSJ232931.32+231855.8.jpg
244,244,fbs0055,DFBSJ232933.02+231217.9,29:33.0,+23:12:17.92,15.21,14.77,OK,92,17,-1.52E-11,-1.10E-14,-3.30E-12,-5.51E-10,3.08E-12,-6.16E-15,5.29E-18,-1.66E-21,specimages/fbs0055-DFBSJ232933.02+231217.9.fits,specimagesjpeg/fbs0055-DFBSJ232933.02+231217.9.jpg
245,245,fbs0055,DFBSJ232933.65+231053.7,29:33.7,+23:10:53.70,16.27,16.34,U,81,15,1.25E-13,-3.49E-15,-9.28E-13,-1.49E-10,8.33E-13,-1.69E-15,1.47E-18,-4.70E-22,specimages/fbs0055-DFBSJ232933.65+231053.7.fits,specimagesjpeg/fbs0055-DFBSJ232933.65+231053.7.jpg
246,246,fbs0055,DFBSJ232942.84+231130.8,29:42.8,+23:11:30.84,16.77,16.47,U,61,18,-5.35E-12,-1.42E-15,-5.53E-13,-9.44E-11,5.06E-13,-9.80E-16,8.16E-19,-2.48E-22,specimages/fbs0055-DFBSJ232942.84+231130.8.fits,specimagesjpeg/fbs0055-DFBSJ232942.84+231130.8.jpg
247,247,fbs0055,DFBSJ232944.40+231135.1,29:44.4,+23:11:35.16,16.29,16.13,U,89,16,-4.66E-12,-7.80E-15,-1.99E-12,-3.26E-10,1.69E-12,-3.26E-15,2.74E-18,-8.52E-22,specimages/fbs0055-DFBSJ232944.40+231135.1.fits,specimagesjpeg/fbs0055-DFBSJ232944.40+231135.1.jpg
248,248,fbs0055,DFBSJ232945.53+231430.6,29:45.5,+23:14:30.69,13.77,13.61,OK,108,17,-3.19E-11,-2.30E-14,-6.91E-12,-1.15E-09,6.94E-12,-1.45E-14,1.28E-17,-4.09E-21,specimages/fbs0055-DFBSJ232945.53+231430.6.fits,specimagesjpeg/fbs0055-DFBSJ232945.53+231430.6.jpg
249,249,fbs0059,DFBSJ080136.52+385323.3,01:36.5,+38:53:23.39,12.11,11.92,NL,120,12,8.49E-10,-5.36E-13,-1.34E-10,-2.03E-08,1.18E-10,-2.51E-13,2.34E-16,-8.01E-20,specimages/fbs0059-DFBSJ080136.52+385323.3.fits,specimagesjpeg/fbs0059-DFBSJ080136.52+385323.3.jpg
250,250,fbs0059,DFBSJ080138.40+385543.4,01:38.4,+38:55:43.40,14.05,13.57,OK,114,18,-2.13E-11,-5.66E-15,-2.20E-12,-3.75E-10,2.99E-12,-6.98E-15,6.48E-18,-2.12E-21,specimages/fbs0059-DFBSJ080138.40+385543.4.fits,specimagesjpeg/fbs0059-DFBSJ080138.40+385543.4.jpg
251,251,fbs0059,DFBSJ080145.37+390025.7,01:45.4,+39:00:25.70,16.35,15.46,U,64,18,-1.34E-11,-3.57E-15,-1.39E-12,-2.37E-10,1.31E-12,-2.60E-15,2.20E-18,-6.77E-22,specimages/fbs0059-DFBSJ080145.37+390025.7.fits,specimagesjpeg/fbs0059-DFBSJ080145.37+390025.7.jpg
252,252,fbs0059,DFBSJ080147.22+385516.6,01:47.2,+38:55:16.65,16.34,15.01,U,67,17,-1.91E-11,-1.38E-14,-4.13E-12,-6.90E-10,3.56E-12,-6.76E-15,5.59E-18,-1.70E-21,specimages/fbs0059-DFBSJ080147.22+385516.6.fits,specimagesjpeg/fbs0059-DFBSJ080147.22+385516.6.jpg
253,253,fbs0059,DFBSJ080148.17+385842.9,01:48.2,+38:58:42.94,16.3,16.1,U,95,18,-2.99E-12,-7.95E-16,-3.09E-13,-5.27E-11,3.52E-13,-7.70E-16,6.94E-19,-2.23E-22,specimages/fbs0059-DFBSJ080148.17+385842.9.fits,specimagesjpeg/fbs0059-DFBSJ080148.17+385842.9.jpg
254,254,fbs0059,DFBSJ080149.94+390010.7,01:49.9,+39:00:10.79,15.77,14.26,NL,65,17,-3.86E-11,-2.79E-14,-8.38E-12,-1.40E-09,7.27E-12,-1.39E-14,1.16E-17,-3.54E-21,specimages/fbs0059-DFBSJ080149.94+390010.7.fits,specimagesjpeg/fbs0059-DFBSJ080149.94+390010.7.jpg
255,255,fbs0059,DFBSJ080150.77+390005.8,01:50.8,+39:00:05.87,15.77,14.26,OK,65,17,-3.86E-11,-2.79E-14,-8.38E-12,-1.40E-09,7.27E-12,-1.39E-14,1.16E-17,-3.54E-21,specimages/fbs0059-DFBSJ080150.77+390005.8.fits,specimagesjpeg/fbs0059-DFBSJ080150.77+390005.8.jpg
256,256,fbs0059,DFBSJ080151.83+385236.0,01:51.8,+38:52:36.06,16.41,16.18,U,120,14,6.59E-13,-3.86E-15,-1.00E-12,-1.57E-10,8.36E-13,-1.63E-15,1.38E-18,-4.27E-22,specimages/fbs0059-DFBSJ080151.83+385236.0.fits,specimagesjpeg/fbs0059-DFBSJ080151.83+385236.0.jpg
257,257,fbs0059,DFBSJ080151.83+385830.1,01:51.8,+38:58:30.16,16.3,14.99,U,75,16,-1.26E-11,-2.11E-14,-5.39E-12,-8.81E-10,4.59E-12,-8.84E-15,7.45E-18,-2.32E-21,specimages/fbs0059-DFBSJ080151.83+385830.1.fits,specimagesjpeg/fbs0059-DFBSJ080151.83+385830.1.jpg
