,Unnamed: 0,plate,object_id,ra,dec,mag_B,mag_R,spectrum_class,spectrum_length,red_bord_position,9,10,11,12,13,14,15,16,fits_path,jpeg_path
394,394,fbs0120,DFBSJ081956.21+265438.4,19:56.2,+26:54:38.42,17.55,16.76,U,56,24,4.73E-13,8.72E-16,2.68E-13,5.37E-11,-1.86E-13,2.42E-16,-1.40E-19,3.02E-23,specimages/fbs0120-DFBSJ081956.21+265438.4.fits,specimagesjpeg/fbs0120-DFBSJ081956.21+265438.4.jpg
395,395,fbs0120,DFBSJ081958.42+270026.0,19:58.4,+27:00:26.04,14.97,13.14,OK,93,17,-1.17E-10,-8.42E-14,-2.53E-11,-4.22E-09,2.17E-11,-4.12E-14,3.40E-17,-1.04E-20,specimages/fbs0120-DFBSJ081958.42+270026.0.fits,specimagesjpeg/fbs0120-DFBSJ081958.42+270026.0.jpg
396,396,fbs0120,DFBSJ081959.26+265513.3,19:59.3,+26:55:13.38,16.65,15.75,U,27,17,-1.76E-11,-1.27E-14,-3.81E-12,-6.36E-10,3.17E-12,-5.88E-15,4.80E-18,-1.45E-21,specimages/fbs0120-DFBSJ081959.26+265513.3.fits,specimagesjpeg/fbs0120-DFBSJ081959.26+265513.3.jpg
397,397,fbs0120,DFBSJ082000.14+270043.4,20:00.1,+27:00:43.49,16.61,16.54,U,73,17,-3.06E-12,-2.21E-15,-6.64E-13,-1.11E-10,6.00E-13,-1.16E-15,9.53E-19,-2.86E-22,specimages/fbs0120-DFBSJ082000.14+270043.4.fits,specimagesjpeg/fbs0120-DFBSJ082000.14+270043.4.jpg
398,398,fbs0120,DFBSJ082005.50+265918.4,20:05.5,+26:59:18.48,16.17,16.03,U,92,17,-7.91E-12,-5.71E-15,-1.72E-12,-2.86E-10,1.45E-12,-2.72E-15,2.22E-18,-6.71E-22,specimages/fbs0120-DFBSJ082005.50+265918.4.fits,specimagesjpeg/fbs0120-DFBSJ082005.50+265918.4.jpg
399,399,fbs0120,DFBSJ082008.82+270248.8,20:08.8,+27:02:48.86,15.29,15.02,OK,85,17,-4.28E-12,-3.09E-15,-9.28E-13,-1.55E-10,1.10E-12,-2.48E-15,2.28E-18,-7.45E-22,specimages/fbs0120-DFBSJ082008.82+270248.8.fits,specimagesjpeg/fbs0120-DFBSJ082008.82+270248.8.jpg
400,400,fbs0121,DFBSJ083329.28+185741.3,33:29.3,+18:57:41.31,15.45,13.59,NL,84,17,-4.05E-11,-2.92E-14,-8.77E-12,-1.46E-09,8.54E-12,-1.78E-14,1.59E-17,-5.22E-21,specimages/fbs0121-DFBSJ083329.28+185741.3.fits,specimagesjpeg/fbs0121-DFBSJ083329.28+185741.3.jpg
401,401,fbs0121,DFBSJ083329.79+185832.7,33:29.8,+18:58:32.72,13.58,12.52,NL,120,17,-6.76E-11,-4.88E-14,-1.47E-11,-2.45E-09,1.50E-11,-3.19E-14,2.84E-17,-9.15E-21,specimages/fbs0121-DFBSJ083329.79+185832.7.fits,specimagesjpeg/fbs0121-DFBSJ083329.79+185832.7.jpg
402,402,fbs0121,DFBSJ083330.32+185407.6,33:30.3,+18:54:07.60,16.87,16.37,U,79,21,2.32E-12,-1.08E-15,-2.86E-13,-5.26E-11,2.50E-13,-4.29E-16,3.17E-19,-8.58E-23,specimages/fbs0121-DFBSJ083330.32+185407.6.fits,specimagesjpeg/fbs0121-DFBSJ083330.32+185407.6.jpg
403,403,fbs0121,DFBSJ083332.23+185423.7,33:32.2,+18:54:23.75,16.77,15.39,U,78,18,-1.36E-11,-3.61E-15,-1.40E-12,-2.39E-10,1.35E-12,-2.69E-15,2.29E-18,-7.07E-22,specimages/fbs0121-DFBSJ083332.23+185423.7.fits,specimagesjpeg/fbs0121-DFBSJ083332.23+185423.7.jpg
404,404,fbs0121,DFBSJ083336.71+185347.6,33:36.7,+18:53:47.60,15.83,14.29,NL,63,8,9.87E-11,-1.66E-13,-4.06E-11,-5.79E-09,3.36E-11,-7.36E-14,7.16E-17,-2.61E-20,specimages/fbs0121-DFBSJ083336.71+185347.6.fits,specimagesjpeg/fbs0121-DFBSJ083336.71+185347.6.jpg
405,405,fbs0121,DFBSJ083337.16+185457.2,33:37.2,+18:54:57.20,14.19,13.26,NL,109,16,-2.61E-11,-4.37E-14,-1.12E-11,-1.83E-09,1.07E-11,-2.21E-14,1.95E-17,-6.29E-21,specimages/fbs0121-DFBSJ083337.16+185457.2.fits,specimagesjpeg/fbs0121-DFBSJ083337.16+185457.2.jpg
406,406,fbs0121,DFBSJ083338.46+190216.0,33:38.5,+19:02:16.00,15.1,14.12,OK,110,17,-2.31E-11,-1.67E-14,-5.01E-12,-8.36E-10,4.75E-12,-9.60E-15,8.31E-18,-2.62E-21,specimages/fbs0121-DFBSJ083338.46+190216.0.fits,specimagesjpeg/fbs0121-DFBSJ083338.46+190216.0.jpg
407,407,fbs0121,DFBSJ083339.77+185232.3,33:39.8,+18:52:32.35,15.08,13.77,NL,97,17,-4.77E-11,-3.44E-14,-1.03E-11,-1.73E-09,9.12E-12,-1.76E-14,1.48E-17,-4.54E-21,specimages/fbs0121-DFBSJ083339.77+185232.3.fits,specimagesjpeg/fbs0121-DFBSJ083339.77+185232.3.jpg
408,408,fbs0121,DFBSJ083340.82+185854.4,33:40.8,+18:58:54.47,15.28,14.79,OK,86,18,-2.04E-12,-5.42E-16,-2.10E-13,-3.59E-11,5.75E-13,-1.58E-15,1.58E-18,-5.37E-22,specimages/fbs0121-DFBSJ083340.82+185854.4.fits,specimagesjpeg/fbs0121-DFBSJ083340.82+185854.4.jpg
409,409,fbs0121,DFBSJ083342.35+185627.6,33:42.4,+18:56:27.64,17.69,15.61,U,58,19,3.07E-12,-2.79E-15,-8.44E-13,-1.47E-10,8.54E-13,-1.71E-15,1.43E-18,-4.35E-22,specimages/fbs0121-DFBSJ083342.35+185627.6.fits,specimagesjpeg/fbs0121-DFBSJ083342.35+185627.6.jpg
410,410,fbs0121,DFBSJ083343.70+190159.5,33:43.7,+19:01:59.56,16.41,16.03,NL,120,20,-2.04E-13,-1.61E-15,-7.55E-13,-1.35E-10,6.39E-13,-1.12E-15,8.49E-19,-2.38E-22,specimages/fbs0121-DFBSJ083343.70+190159.5.fits,specimagesjpeg/fbs0121-DFBSJ083343.70+190159.5.jpg
411,411,fbs0121,DFBSJ083343.81+185954.9,33:43.8,+18:59:54.91,16.56,16.24,NL,64,14,6.54E-13,-3.83E-15,-9.92E-13,-1.56E-10,8.89E-13,-1.86E-15,1.70E-18,-5.74E-22,specimages/fbs0121-DFBSJ083343.81+185954.9.fits,specimagesjpeg/fbs0121-DFBSJ083343.81+185954.9.jpg
412,412,fbs0121,DFBSJ083345.31+190036.6,33:45.3,+19:00:36.64,14.23,13.52,OK,114,17,-1.88E-11,-1.36E-14,-4.08E-12,-6.81E-10,4.54E-12,-9.97E-15,9.05E-18,-2.94E-21,specimages/fbs0121-DFBSJ083345.31+190036.6.fits,specimagesjpeg/fbs0121-DFBSJ083345.31+190036.6.jpg
413,413,fbs0121,DFBSJ083345.51+185447.0,33:45.5,+18:54:47.09,14.61,14.05,NL,90,17,1.63E-11,1.18E-14,3.54E-12,5.91E-10,-1.91E-12,2.11E-15,-7.51E-19,-3.00E-23,specimages/fbs0121-DFBSJ083345.51+185447.0.fits,specimagesjpeg/fbs0121-DFBSJ083345.51+185447.0.jpg
414,414,fbs0121,DFBSJ083345.55+185525.2,33:45.6,+18:55:25.22,13.95,13.47,NL,114,18,3.22E-11,8.57E-15,3.33E-12,5.68E-10,-1.25E-12,1.91E-16,1.10E-18,-6.06E-22,specimages/fbs0121-DFBSJ083345.55+185525.2.fits,specimagesjpeg/fbs0121-DFBSJ083345.55+185525.2.jpg
415,415,fbs0121,DFBSJ083355.64+185801.3,33:55.6,+18:58:01.39,15.43,14.31,U,85,18,-3.56E-11,-9.46E-15,-3.67E-12,-6.27E-10,3.46E-12,-6.79E-15,5.70E-18,-1.74E-21,specimages/fbs0121-DFBSJ083355.64+185801.3.fits,specimagesjpeg/fbs0121-DFBSJ083355.64+185801.3.jpg
416,416,fbs0121,DFBSJ083356.10+190059.0,33:56.1,+19:00:59.02,16.72,16.58,U,84,16,-1.05E-11,-1.75E-14,-4.49E-12,-7.33E-10,3.54E-12,-6.45E-15,5.24E-18,-1.59E-21,specimages/fbs0121-DFBSJ083356.10+190059.0.fits,specimagesjpeg/fbs0121-DFBSJ083356.10+190059.0.jpg
417,417,fbs0121,DFBSJ083356.98+185817.0,33:57.0,+18:58:17.04,16.14,15.45,U,70,19,8.22E-13,-7.48E-16,-2.26E-13,-3.95E-11,3.84E-13,-9.39E-16,8.83E-19,-2.88E-22,specimages/fbs0121-DFBSJ083356.98+185817.0.fits,specimagesjpeg/fbs0121-DFBSJ083356.98+185817.0.jpg
418,418,fbs0121,DFBSJ083358.83+185521.5,33:58.8,+18:55:21.58,13.6,12.56,NL,120,17,-7.84E-11,-5.66E-14,-1.70E-11,-2.84E-09,1.65E-11,-3.38E-14,2.95E-17,-9.32E-21,specimages/fbs0121-DFBSJ083358.83+185521.5.fits,specimagesjpeg/fbs0121-DFBSJ083358.83+185521.5.jpg
419,419,fbs0121,DFBSJ083358.88+185407.5,33:58.9,+18:54:07.58,15.35,13.51,NL,72,11,3.37E-11,-1.62E-13,-4.53E-11,-6.75E-09,3.71E-11,-7.65E-14,6.99E-17,-2.39E-20,specimages/fbs0121-DFBSJ083358.88+185407.5.fits,specimagesjpeg/fbs0121-DFBSJ083358.88+185407.5.jpg
420,420,fbs0122,DFBSJ231302.61+151023.6,13:02.6,+15:10:23.68,15.76,14.59,U,112,17,-2.06E-11,-1.49E-14,-4.47E-12,-7.46E-10,4.01E-12,-7.83E-15,6.63E-18,-2.06E-21,specimages/fbs0122-DFBSJ231302.61+151023.6.fits,specimagesjpeg/fbs0122-DFBSJ231302.61+151023.6.jpg
421,421,fbs0122,DFBSJ231303.12+151208.0,13:03.1,+15:12:08.03,16.29,15.14,U,87,15,7.02E-13,-1.96E-14,-5.22E-12,-8.37E-10,4.39E-12,-8.53E-15,7.25E-18,-2.28E-21,specimages/fbs0122-DFBSJ231303.12+151208.0.fits,specimagesjpeg/fbs0122-DFBSJ231303.12+151208.0.jpg
422,422,fbs0122,DFBSJ231304.66+151700.6,13:04.7,+15:17:00.68,16.37,14.42,U,64,18,-5.62E-11,-1.49E-14,-5.80E-12,-9.90E-10,5.06E-12,-9.45E-15,7.67E-18,-2.29E-21,specimages/fbs0122-DFBSJ231304.66+151700.6.fits,specimagesjpeg/fbs0122-DFBSJ231304.66+151700.6.jpg
423,423,fbs0122,DFBSJ231304.94+151250.9,13:04.9,+15:12:50.98,16.3,15.65,U,89,16,-4.76E-12,-7.97E-15,-2.04E-12,-3.33E-10,1.85E-12,-3.72E-15,3.25E-18,-1.04E-21,specimages/fbs0122-DFBSJ231304.94+151250.9.fits,specimagesjpeg/fbs0122-DFBSJ231304.94+151250.9.jpg
424,424,fbs0122,DFBSJ231306.55+151843.0,13:06.6,+15:18:43.01,16.39,15.93,U,111,16,-4.21E-12,-7.04E-15,-1.80E-12,-2.94E-10,1.59E-12,-3.16E-15,2.72E-18,-8.64E-22,specimages/fbs0122-DFBSJ231306.55+151843.0.fits,specimagesjpeg/fbs0122-DFBSJ231306.55+151843.0.jpg
425,425,fbs0122,DFBSJ231313.55+151724.0,13:13.6,+15:17:24.05,16.19,14.8,U,81,17,-2.23E-11,-1.61E-14,-4.83E-12,-8.07E-10,4.21E-12,-8.06E-15,6.71E-18,-2.05E-21,specimages/fbs0122-DFBSJ231313.55+151724.0.fits,specimagesjpeg/fbs0122-DFBSJ231313.55+151724.0.jpg
426,426,fbs0122,DFBSJ231314.13+151030.9,13:14.1,+15:10:30.98,16.15,15.66,U,89,18,-7.10E-12,-1.89E-15,-7.33E-13,-1.25E-10,7.70E-13,-1.62E-15,1.44E-18,-4.58E-22,specimages/fbs0122-DFBSJ231314.13+151030.9.fits,specimagesjpeg/fbs0122-DFBSJ231314.13+151030.9.jpg
427,427,fbs0122,DFBSJ231319.08+151816.6,13:19.1,+15:18:16.62,14.33,13.13,OK,102,16,-4.19E-11,-7.01E-14,-1.79E-11,-2.93E-09,1.61E-11,-3.22E-14,2.79E-17,-8.84E-21,specimages/fbs0122-DFBSJ231319.08+151816.6.fits,specimagesjpeg/fbs0122-DFBSJ231319.08+151816.6.jpg
428,428,fbs0122,DFBSJ231323.34+151309.2,13:23.3,+15:13:09.25,14.8,13.87,NL,120,17,-4.27E-11,-3.08E-14,-9.25E-12,-1.54E-09,8.09E-12,-1.56E-14,1.31E-17,-4.04E-21,specimages/fbs0122-DFBSJ231323.34+151309.2.fits,specimagesjpeg/fbs0122-DFBSJ231323.34+151309.2.jpg
429,429,fbs0122,DFBSJ231323.60+151926.5,13:23.6,+15:19:26.59,14.74,13.31,OK,87,18,-8.94E-11,-2.38E-14,-9.23E-12,-1.58E-09,8.65E-12,-1.70E-14,1.42E-17,-4.35E-21,specimages/fbs0122-DFBSJ231323.60+151926.5.fits,specimagesjpeg/fbs0122-DFBSJ231323.60+151926.5.jpg
430,430,fbs0122,DFBSJ231323.80+151141.5,13:23.8,+15:11:41.51,14.95,13.97,NL,94,18,-3.29E-11,-8.77E-15,-3.40E-12,-5.81E-10,3.47E-12,-7.15E-15,6.20E-18,-1.94E-21,specimages/fbs0122-DFBSJ231323.80+151141.5.fits,specimagesjpeg/fbs0122-DFBSJ231323.80+151141.5.jpg
431,431,fbs0122,DFBSJ231324.39+151952.9,13:24.4,+15:19:52.93,17.38,15.59,U,44,19,4.88E-12,-4.44E-15,-1.34E-12,-2.34E-10,1.21E-12,-2.25E-15,1.81E-18,-5.31E-22,specimages/fbs0122-DFBSJ231324.39+151952.9.fits,specimagesjpeg/fbs0122-DFBSJ231324.39+151952.9.jpg
432,432,fbs0122,DFBSJ231326.91+151236.5,13:26.9,+15:12:36.54,17.71,16.45,U,35,16,-4.50E-12,-7.52E-15,-1.92E-12,-3.15E-10,1.63E-12,-3.15E-15,2.67E-18,-8.35E-22,specimages/fbs0122-DFBSJ231326.91+151236.5.fits,specimagesjpeg/fbs0122-DFBSJ231326.91+151236.5.jpg
433,433,fbs0122,DFBSJ231327.68+151340.2,13:27.7,+15:13:40.26,16.31,15.34,U,89,18,-1.65E-11,-4.38E-15,-1.70E-12,-2.90E-10,1.54E-12,-2.94E-15,2.42E-18,-7.32E-22,specimages/fbs0122-DFBSJ231327.68+151340.2.fits,specimagesjpeg/fbs0122-DFBSJ231327.68+151340.2.jpg
434,434,fbs0122,DFBSJ231329.35+151330.2,13:29.4,+15:13:30.21,16.08,15.28,U,81,17,-1.16E-11,-8.38E-15,-2.52E-12,-4.20E-10,2.22E-12,-4.29E-15,3.60E-18,-1.11E-21,specimages/fbs0122-DFBSJ231329.35+151330.2.fits,specimagesjpeg/fbs0122-DFBSJ231329.35+151330.2.jpg
435,435,fbs0122,DFBSJ231334.50+151618.5,13:34.5,+15:16:18.55,13.26,12.01,OK,103,16,-8.86E-11,-1.48E-13,-3.79E-11,-6.20E-09,3.57E-11,-7.34E-14,6.48E-17,-2.09E-20,specimages/fbs0122-DFBSJ231334.50+151618.5.fits,specimagesjpeg/fbs0122-DFBSJ231334.50+151618.5.jpg
436,436,fbs0122,DFBSJ231335.46+151035.1,13:35.5,+15:10:35.12,11.94,11.59,OK,116,12,-8.04E-10,5.08E-13,1.27E-10,1.92E-08,-8.75E-11,1.55E-13,-1.25E-16,3.87E-20,specimages/fbs0122-DFBSJ231335.46+151035.1.fits,specimagesjpeg/fbs0122-DFBSJ231335.46+151035.1.jpg
437,437,fbs0122,DFBSJ231335.66+152009.9,13:35.7,+15:20:09.99,11.69,16.97,NL,120,26,1.11E-10,-1.58E-14,-1.03E-11,-2.22E-09,6.47E-12,-7.21E-15,3.61E-18,-6.79E-22,specimages/fbs0122-DFBSJ231335.66+152009.9.fits,specimagesjpeg/fbs0122-DFBSJ231335.66+152009.9.jpg
438,438,fbs0122,DFBSJ231335.70+151901.6,13:35.7,+15:19:01.64,11.67,11.54,NL,120,12,-1.38E-09,8.69E-13,2.17E-10,3.29E-08,-1.62E-10,3.07E-13,-2.63E-16,8.53E-20,specimages/fbs0122-DFBSJ231335.70+151901.6.fits,specimagesjpeg/fbs0122-DFBSJ231335.70+151901.6.jpg
439,439,fbs0122,DFBSJ231335.75+151843.4,13:35.8,+15:18:43.46,12.02,11.59,NL,120,5,7.04E-10,1.82E-12,4.66E-10,6.37E-08,-3.68E-10,8.22E-13,-8.30E-16,3.17E-19,specimages/fbs0122-DFBSJ231335.75+151843.4.fits,specimagesjpeg/fbs0122-DFBSJ231335.75+151843.4.jpg
440,440,fbs0122,DFBSJ231335.81+151905.4,13:35.8,+15:19:05.49,11.67,11.54,NL,120,12,-1.38E-09,8.69E-13,2.17E-10,3.29E-08,-1.62E-10,3.07E-13,-2.63E-16,8.53E-20,specimages/fbs0122-DFBSJ231335.81+151905.4.fits,specimagesjpeg/fbs0122-DFBSJ231335.81+151905.4.jpg
441,441,fbs0122,DFBSJ231335.98+151719.6,13:36.0,+15:17:19.66,13.32,11.7,NL,100,17,-1.46E-10,-1.05E-13,-3.16E-11,-5.28E-09,2.94E-11,-5.87E-14,5.05E-17,-1.60E-20,specimages/fbs0122-DFBSJ231335.98+151719.6.fits,specimagesjpeg/fbs0122-DFBSJ231335.98+151719.6.jpg
442,442,fbs0122,DFBSJ231336.24+151538.6,13:36.2,+15:15:38.67,16.05,14.08,NL,92,17,-1.92E-11,-1.38E-14,-4.16E-12,-6.95E-10,3.43E-12,-6.20E-15,4.95E-18,-1.49E-21,specimages/fbs0122-DFBSJ231336.24+151538.6.fits,specimagesjpeg/fbs0122-DFBSJ231336.24+151538.6.jpg
443,443,fbs0122,DFBSJ231337.08+151028.6,13:37.1,+15:10:28.68,15.71,14.72,U,75,18,-2.22E-11,-5.90E-15,-2.29E-12,-3.91E-10,2.22E-12,-4.45E-15,3.79E-18,-1.17E-21,specimages/fbs0122-DFBSJ231337.08+151028.6.fits,specimagesjpeg/fbs0122-DFBSJ231337.08+151028.6.jpg
444,444,fbs0123,DFBSJ005207.13+271215.5,52:07.1,+27:12:15.57,16.41,15.82,U,69,18,-8.84E-12,-2.35E-15,-9.13E-13,-1.56E-10,9.07E-13,-1.86E-15,1.62E-18,-5.13E-22,specimages/fbs0123-DFBSJ005207.13+271215.5.fits,specimagesjpeg/fbs0123-DFBSJ005207.13+271215.5.jpg
445,445,fbs0123,DFBSJ005207.16+271445.5,52:07.2,+27:14:45.53,14.01,13.19,OK,120,17,-6.31E-11,-4.55E-14,-1.37E-11,-2.28E-09,1.26E-11,-2.52E-14,2.16E-17,-6.76E-21,specimages/fbs0123-DFBSJ005207.16+271445.5.fits,specimagesjpeg/fbs0123-DFBSJ005207.16+271445.5.jpg
446,446,fbs0123,DFBSJ005208.46+271803.5,52:08.5,+27:18:03.50,17.24,16.15,U,75,16,-3.40E-12,-5.69E-15,-1.46E-12,-2.38E-10,1.31E-12,-2.61E-15,2.26E-18,-7.15E-22,specimages/fbs0123-DFBSJ005208.46+271803.5.fits,specimagesjpeg/fbs0123-DFBSJ005208.46+271803.5.jpg
447,447,fbs0123,DFBSJ005212.42+271110.7,52:12.4,+27:11:10.75,15.64,15.47,U,105,17,-4.31E-12,-3.11E-15,-9.35E-13,-1.56E-10,9.88E-13,-2.12E-15,1.91E-18,-6.19E-22,specimages/fbs0123-DFBSJ005212.42+271110.7.fits,specimagesjpeg/fbs0123-DFBSJ005212.42+271110.7.jpg
448,448,fbs0123,DFBSJ005212.43+271710.3,52:12.4,+27:17:10.39,15.93,14.23,U,73,16,-2.98E-11,-4.98E-14,-1.27E-11,-2.08E-09,1.08E-11,-2.06E-14,1.73E-17,-5.38E-21,specimages/fbs0123-DFBSJ005212.43+271710.3.fits,specimagesjpeg/fbs0123-DFBSJ005212.43+271710.3.jpg
449,449,fbs0123,DFBSJ005214.27+270917.2,52:14.3,+27:09:17.22,14.98,13.84,U,81,9,3.86E-11,4.48E-14,1.18E-11,1.70E-09,-1.13E-11,2.88E-14,-3.22E-17,1.33E-20,specimages/fbs0123-DFBSJ005214.27+270917.2.fits,specimagesjpeg/fbs0123-DFBSJ005214.27+270917.2.jpg
450,450,fbs0123,DFBSJ005214.97+270936.2,52:15.0,+27:09:36.24,15.02,13.84,OK,88,17,-4.67E-11,-3.37E-14,-1.01E-11,-1.69E-09,8.97E-12,-1.74E-14,1.46E-17,-4.49E-21,specimages/fbs0123-DFBSJ005214.97+270936.2.fits,specimagesjpeg/fbs0123-DFBSJ005214.97+270936.2.jpg
451,451,fbs0123,DFBSJ005218.73+271028.7,52:18.7,+27:10:28.76,14.87,14.31,U,102,17,-1.99E-11,-1.43E-14,-4.31E-12,-7.20E-10,4.08E-12,-8.25E-15,7.13E-18,-2.24E-21,specimages/fbs0123-DFBSJ005218.73+271028.7.fits,specimagesjpeg/fbs0123-DFBSJ005218.73+271028.7.jpg
452,452,fbs0123,DFBSJ005219.67+271231.6,52:19.7,+27:12:31.66,12.99,12.51,OK,104,16,-1.70E-11,-2.85E-14,-7.29E-12,-1.19E-09,9.81E-12,-2.38E-14,2.31E-17,-7.87E-21,specimages/fbs0123-DFBSJ005219.67+271231.6.fits,specimagesjpeg/fbs0123-DFBSJ005219.67+271231.6.jpg
453,453,fbs0123,DFBSJ005222.76+270937.1,52:22.8,+27:09:37.14,16.19,15.98,U,69,17,-4.66E-12,-3.36E-15,-1.01E-12,-1.69E-10,9.65E-13,-1.96E-15,1.70E-18,-5.38E-22,specimages/fbs0123-DFBSJ005222.76+270937.1.fits,specimagesjpeg/fbs0123-DFBSJ005222.76+270937.1.jpg
454,454,fbs0123,DFBSJ005225.71+271421.0,52:25.7,+27:14:21.00,14.78,14.39,OK,103,16,-8.55E-12,-1.43E-14,-3.66E-12,-5.98E-10,3.58E-12,-7.53E-15,6.73E-18,-2.18E-21,specimages/fbs0123-DFBSJ005225.71+271421.0.fits,specimagesjpeg/fbs0123-DFBSJ005225.71+271421.0.jpg
455,455,fbs0123,DFBSJ005225.75+271650.3,52:25.8,+27:16:50.36,16.37,16.23,U,71,15,2.15E-12,-6.00E-14,-1.60E-11,-2.56E-09,1.23E-11,-2.27E-14,1.86E-17,-5.74E-21,specimages/fbs0123-DFBSJ005225.75+271650.3.fits,specimagesjpeg/fbs0123-DFBSJ005225.75+271650.3.jpg
456,456,fbs0123,DFBSJ005227.36+271305.2,52:27.4,+27:13:05.22,16.5,16.11,U,69,19,1.16E-12,-1.06E-15,-3.19E-13,-5.57E-11,3.52E-13,-7.35E-16,6.35E-19,-1.96E-22,specimages/fbs0123-DFBSJ005227.36+271305.2.fits,specimagesjpeg/fbs0123-DFBSJ005227.36+271305.2.jpg
457,457,fbs0123,DFBSJ005232.18+271558.3,52:32.2,+27:15:58.37,16.16,15.53,U,68,19,4.02E-12,-3.66E-15,-1.11E-12,-1.93E-10,1.03E-12,-1.97E-15,1.61E-18,-4.80E-22,specimages/fbs0123-DFBSJ005232.18+271558.3.fits,specimagesjpeg/fbs0123-DFBSJ005232.18+271558.3.jpg
458,458,fbs0123,DFBSJ005234.93+271117.3,52:34.9,+27:11:17.37,16.74,16.11,U,67,17,-4.44E-12,-3.21E-15,-9.63E-13,-1.61E-10,8.78E-13,-1.74E-15,1.48E-18,-4.66E-22,specimages/fbs0123-DFBSJ005234.93+271117.3.fits,specimagesjpeg/fbs0123-DFBSJ005234.93+271117.3.jpg
459,459,fbs0123,DFBSJ005234.96+271338.7,52:35.0,+27:13:38.75,15.03,14.12,OK,120,18,-5.65E-11,-1.50E-14,-5.83E-12,-9.96E-10,5.21E-12,-9.91E-15,8.16E-18,-2.46E-21,specimages/fbs0123-DFBSJ005234.96+271338.7.fits,specimagesjpeg/fbs0123-DFBSJ005234.96+271338.7.jpg
460,460,fbs0123,DFBSJ005237.90+271121.5,52:37.9,+27:11:21.59,14.76,14.18,OK,103,17,-1.96E-11,-1.41E-14,-4.24E-12,-7.08E-10,4.14E-12,-8.50E-15,7.43E-18,-2.36E-21,specimages/fbs0123-DFBSJ005237.90+271121.5.fits,specimagesjpeg/fbs0123-DFBSJ005237.90+271121.5.jpg
461,461,fbs0123,DFBSJ005241.04+271257.3,52:41.0,+27:12:57.34,14.67,13.49,OK,101,16,-4.07E-11,-6.81E-14,-1.74E-11,-2.84E-09,1.52E-11,-2.98E-14,2.54E-17,-7.97E-21,specimages/fbs0123-DFBSJ005241.04+271257.3.fits,specimagesjpeg/fbs0123-DFBSJ005241.04+271257.3.jpg
462,462,fbs0123,DFBSJ005241.75+271802.4,52:41.8,+27:18:02.43,14.54,13.25,OK,98,17,-7.59E-11,-5.48E-14,-1.65E-11,-2.75E-09,1.47E-11,-2.86E-14,2.41E-17,-7.46E-21,specimages/fbs0123-DFBSJ005241.75+271802.4.fits,specimagesjpeg/fbs0123-DFBSJ005241.75+271802.4.jpg
463,463,fbs0123,DFBSJ005242.71+271031.4,52:42.7,+27:10:31.48,14.29,13.25,OK,96,17,-6.18E-11,-4.46E-14,-1.34E-11,-2.24E-09,1.23E-11,-2.43E-14,2.08E-17,-6.47E-21,specimages/fbs0123-DFBSJ005242.71+271031.4.fits,specimagesjpeg/fbs0123-DFBSJ005242.71+271031.4.jpg
464,464,fbs0124,DFBSJ020904.25+231141.8,09:04.3,+23:11:41.80,14.96,13.47,OK,100,17,-8.22E-11,-5.93E-14,-1.78E-11,-2.97E-09,1.55E-11,-2.97E-14,2.48E-17,-7.58E-21,specimages/fbs0124-DFBSJ020904.25+231141.8.fits,specimagesjpeg/fbs0124-DFBSJ020904.25+231141.8.jpg
465,465,fbs0124,DFBSJ020906.17+231206.3,09:06.2,+23:12:06.36,14.03,13.12,OK,107,17,-6.74E-11,-4.86E-14,-1.46E-11,-2.44E-09,1.38E-11,-2.78E-14,2.41E-17,-7.57E-21,specimages/fbs0124-DFBSJ020906.17+231206.3.fits,specimagesjpeg/fbs0124-DFBSJ020906.17+231206.3.jpg
466,466,fbs0124,DFBSJ020910.60+230631.8,09:10.6,+23:06:31.81,15.19,14.44,OK,96,16,-1.74E-11,-2.91E-14,-7.45E-12,-1.22E-09,6.59E-12,-1.30E-14,1.12E-17,-3.54E-21,specimages/fbs0124-DFBSJ020910.60+230631.8.fits,specimagesjpeg/fbs0124-DFBSJ020910.60+230631.8.jpg
467,467,fbs0124,DFBSJ020911.06+231523.9,09:11.1,+23:15:23.99,15.26,14.88,NL,93,17,-5.82E-12,-4.20E-15,-1.26E-12,-2.10E-10,1.41E-12,-3.10E-15,2.82E-18,-9.17E-22,specimages/fbs0124-DFBSJ020911.06+231523.9.fits,specimagesjpeg/fbs0124-DFBSJ020911.06+231523.9.jpg
468,468,fbs0124,DFBSJ020911.42+231507.7,09:11.4,+23:15:07.73,15.05,14.79,NL,120,10,-5.37E-12,-6.13E-15,-1.37E-12,-2.01E-10,1.09E-12,-1.84E-15,1.07E-18,-9.58E-23,specimages/fbs0124-DFBSJ020911.42+231507.7.fits,specimagesjpeg/fbs0124-DFBSJ020911.42+231507.7.jpg
469,469,fbs0124,DFBSJ020911.85+231444.6,09:11.9,+23:14:44.68,15.82,15.9,NL,118,16,-2.05E-12,-3.43E-15,-8.78E-13,-1.44E-10,7.64E-13,-1.47E-15,1.22E-18,-3.72E-22,specimages/fbs0124-DFBSJ020911.85+231444.6.fits,specimagesjpeg/fbs0124-DFBSJ020911.85+231444.6.jpg
